"PI","Entry","Country","Day","TRL","PRL","LRL","MSL","LSLPL","MAX","LED","PER","DIA","VOL","SurfaceArea","TRLUpper","TRLLower","CM","CMT","CMM","CMB","CP","CPT","CPM","CPB","CVA","DEP","WID","NWA","LRB","NLR","IRB","TRArea","TRAUpper","TRALower","RHZO","SOL","SOL2","LRA","ImageFlag","SDW","RDW","RSR","TDW","TRL_GR"
"PI363341","51","India",18,242.730775929017,44.887378788669,198.7251165223,3.01126205940703,1.42114069621323,12.6705013017035,1.95559767474427,376.635834717899,0.24825974782237,275.115662207989,33.5536390287982,160.157555115988,81.793775774666,0.297428158090578,0.166335667379946,0.459091733246858,0.753603756403617,0.477688015675001,0.218070356920081,0.494136338360263,0.785979188288703,455.38764086125,39.0445639672341,19.4978879020861,2.98175199308037,148.011828228126,99.2257629717065,85.7903904354107,31.7259915554027,21.0596563669936,10.0946154837162,4964.27363061991,0.0071266891399676,145.136655064325,49.4273871628029,0.999738752947482,0.0604308145458638,0.0259510334164041,0.475292901091402,0.0870045812084331,25.8213773600331
"PI363354","53","India",18,227.278651917865,43.3357899126889,185.264055666466,2.81853625126503,1.46627075176575,12.507952864074,1.79979591463613,367.600808008715,0.242472113499845,255.740506484072,32.0209386465805,144.103513190436,82.6182808065341,0.296816213909874,0.175440222517336,0.457576318256568,0.752408999328731,0.47537958021043,0.213582471157203,0.496217514604727,0.787323128468932,399.279032985833,38.3804614996356,17.3818263048586,2.80187893376729,141.478847585175,98.9553813278424,85.6805552094208,29.2844236296074,18.955546286108,9.88220684864155,4678.59738437619,0.00727230298025119,141.145569272716,51.0452981174285,0.999738752947482,0.0418806134453179,0.0236568695648604,0.520956926374944,0.0645361358098322,25.4837994725638
"PI363374","58","India",18,219.804500970069,43.3368269497928,178.101870480037,2.8427658150896,1.47326957585757,11.9983994434005,2.05815523475218,365.90977268212,0.243698388615469,258.806592840146,31.5053931490259,144.762171867796,74.3114822904568,0.284536845175122,0.171417183623191,0.423579722623685,0.752217574256641,0.46437853413241,0.216297607034689,0.489447741819889,0.786874165162981,390.241100859493,37.8678659428836,17.286648545933,2.72522710153624,138.04901457223,98.0064255733165,83.9826911912465,28.8589642694626,19.4342703114173,9.12341367801487,4507.18553098353,0.00726992064943925,144.126535851417,51.2148778060621,0.999738752947482,0.0429144866541624,0.0206007819286712,0.490105891268808,0.0629213002106585,24.79846970217
"PI363377","59","India",18,251.558701433832,44.2305614950672,207.907663131603,3.01926624988632,1.54328857050971,14.0208551366951,2.35772201693443,408.470304002672,0.241035661338175,254.684485255654,31.7307116718866,175.897618011088,76.7076101320297,0.285143943895226,0.163868883251807,0.449785043699704,0.751855536448173,0.457015074977169,0.217108160320651,0.490030269710753,0.784332394779014,475.769967425101,39.0794488869309,20.5985399950119,3.05890769563639,144.917137667062,99.3111746722204,88.6119860371881,32.0225539270639,22.3867826493932,9.2746923320323,5201.99604197716,0.00710915483047835,145.381988696332,48.5164748544285,0.999738752947482,0.057590681484252,0.0288125071063842,0.508261267574922,0.087266544504803,25.7993933066309
"PI363380","60","India",18,235.44994099053,44.2566791265421,191.960042175674,2.91794514289072,1.47269586509769,12.2024731977408,2.11091395605917,381.837476509973,0.24620688076771,270.205002598118,32.8807712025753,156.954896422609,78.8753804189104,0.293645398811497,0.165257943677716,0.446572230763254,0.751903814497546,0.471712084181826,0.216964296805179,0.491208055699418,0.784335002079661,450.586956206235,39.506033862427,19.8188536789705,2.87662523221746,138.405610864544,98.1679341148408,85.7882801493516,33.0900328084969,22.3501173694826,10.1407175844425,4762.82779125603,0.00704734356122842,147.765662217471,51.9132856774485,0.999738752947482,0.0493406276781792,0.0277360848058572,0.535462995561338,0.0775224760958167,24.4877529766831
"PI363391","62","India",18,208.272175601369,40.8135046084453,169.579158599227,2.97473052340971,1.39575032421875,12.512604548914,2.57805043079358,352.318854380061,0.23919875567517,244.326733946987,29.3281706981276,145.291939990286,65.6473428201633,0.282114950201484,0.168072371354347,0.443425387020043,0.752692435848027,0.469720691285098,0.218839142317613,0.490534485556175,0.795280115898672,394.234417157571,38.2860895845295,19.1931141615872,2.57174276798591,128.236926500052,94.1395352997515,76.3191835990376,27.6643241516191,19.2719413092391,8.28057306137357,4333.05370457717,0.00702282360366862,148.61988022572,50.4093359192329,0.999738752947482,0.0438028931797652,0.021623386679625,0.49762158130877,0.0651351914800248,23.9503753294852
"PI363416","64","India",18,262.013773189261,43.9869827774655,218.632253764025,3.08608981670452,1.56933854701203,14.4200557224495,1.89017052569158,390.31665024711,0.248974145428964,273.309139003803,33.906465069334,172.202380070501,90.3286405409555,0.284412751017687,0.161239395238936,0.439242516358412,0.75255470244395,0.473872051283883,0.216112892971142,0.493041529051852,0.790127935886893,460.320319324539,38.5517579716169,19.9587838562574,3.19996772023477,142.323764734259,101.39708932155,91.4429391546834,33.4444425962891,22.0985717624199,10.672061706165,5399.76378887221,0.00729262463056021,140.707542535589,50.8242529937211,0.999738752947482,0.0695645083949503,0.0349173457348454,0.514810008937973,0.107830800182141,26.876467573297
"PI363459","67","India",18,216.232268582626,43.6012391541739,174.217951407914,2.63878005327989,1.44568786847394,12.0297746273774,2.18315515814154,362.86017918818,0.233445316010537,241.603649600377,30.0240290122939,144.577667716213,72.3601361514461,0.279245435660856,0.169967337789446,0.442851804500007,0.752955822407587,0.458013143290629,0.217782784760222,0.485495729112317,0.78733824673863,371.959487683993,38.3744539526206,15.8386574992352,2.68326736765613,143.473268569173,98.276450774137,84.8225438723255,27.0370418928047,18.2867208452314,8.55700123211661,4485.14741488784,0.0072548044984389,142.089603248924,51.0416235478133,0.999738752947482,0.0513680680337514,0.0245835130364178,0.487854393291004,0.0763237953019941,24.8347278031613
"PI363475","69","India",18,229.318544160919,41.3020693704749,189.857282093381,2.83909664636233,1.49054348843927,13.9191295989898,2.81639288710804,383.381786928468,0.244056623663683,258.026129097341,30.8331672221845,166.20224726165,66.244756366463,0.241847054721853,0.160072221324044,0.453100179689496,0.751922026921964,0.445295976371519,0.215152952577136,0.487591404278323,0.786628345874848,435.664250174203,36.329531124428,21.9844344523038,2.82016593497205,138.751137276583,97.0903239043141,84.7265662255862,27.379965465386,19.5441694725274,7.86330584858487,4615.80239311036,0.00706100059048847,147.855310998637,48.5750627113256,0.999738752947482,0.0407202167193792,0.0231428839898257,0.534295380053084,0.0634019687067969,25.5109575541485
"PI363485","71","India",18,247.151653804369,43.3033027818965,204.592835157299,3.06381958272569,1.55116188484679,14.1202015729816,2.04887619267773,398.415387367248,0.243613242170966,257.599605974232,31.7646116079956,166.595913218858,81.5525053161569,0.288216794917772,0.165466047342712,0.443066861398763,0.752274064126687,0.465211911056229,0.216082318399586,0.4918587255438,0.787167758104938,413.499060384038,38.0162741671069,18.6256121309714,3.03312753149394,140.993328200426,100.0894083893,88.9591271595075,31.4251277141485,21.4737294280896,9.73182986556811,5053.19846204271,0.0074051115462511,138.857008399352,49.9682401776246,0.999738752947482,0.0580681470986303,0.0278052682132839,0.501033308602848,0.0866828882243857,26.6473379805152
"PI363493","72","India",18,180.322295714882,43.1574195409976,144.274288451632,2.18939611634975,1.43959404207783,9.59801198247427,1.80289959144523,357.415630385279,0.247740668954675,243.11826714242,28.9210547527289,120.477696967194,61.150802255808,0.267130015574192,0.16735806502175,0.434428724764202,0.75231998675826,0.477641843140077,0.215520249533886,0.487131327604513,0.787547446521106,318.126810527422,37.8507135711578,14.2220078739149,2.26322833746556,137.876676202252,98.097722336074,83.0702242496074,25.0606502605136,17.2277823441663,7.99740787852519,3677.16651669494,0.0071629747375873,144.235070125322,50.6621859607139,0.999738752947482,0.0390986495425814,0.0228691741294423,0.537313735316467,0.0611070241430717,24.9862337167853
"PI363494","73","India",18,232.201931026108,43.8907777874746,189.290674838527,2.95081018808791,1.42040567162173,12.4578573302835,1.98466745332293,376.770649328758,0.240140350078495,248.027533497907,31.0545496011128,154.31845413094,77.748803999539,0.281848469396452,0.16001585897831,0.439824617410289,0.752226930191543,0.465207758392602,0.216460820012451,0.492772420673134,0.788163675578203,417.064492858622,38.7153978742735,18.5769821871365,2.85226841956463,142.220181835573,97.3682984963598,82.9068277676326,29.9202774218687,20.2551632377417,9.39003447200281,4781.75118435687,0.00726432327295503,141.367995265475,49.9556958715685,0.999738752947482,0.0576205323461688,0.0253542987955734,0.486478880007122,0.0832782144341912,25.6537697870666
"PI363506","74","India",18,196.477595499134,43.1463916880004,160.869686838429,2.57353824010703,1.57723782641137,11.6394855989217,1.59692097692935,371.895671915529,0.24824457491604,242.66571534337,32.4947858230409,125.503748081369,69.139660066311,0.298839250521532,0.159017491799435,0.462742657002861,0.75235641117628,0.497851128365902,0.218166022280698,0.49038083290009,0.792651042350325,317.760076659207,38.1091288254809,14.3554715883401,2.44062283322147,138.509069243379,94.9149116989376,88.4872497244814,26.9056364824141,17.7785177381521,8.80229502836412,3922.32540128757,0.00732039595263742,140.163277679307,49.643789637093,0.999738752947482,0.06327128994743,0.0268276675087569,0.461323147242183,0.0900898915244641,24.2559634680422
"PI363516","76","India",18,223.082015480369,45.300901330749,178.889801596671,2.37263145847817,1.65799871193505,12.134382910868,2.28023700956916,375.623465940319,0.258722526667108,266.743121404499,32.6451154547594,153.563561700356,71.9182435227,0.273898947587447,0.161402502609608,0.431261719983408,0.751598543220926,0.457905290892692,0.218234895569988,0.489414190133935,0.781096301779306,415.446183087644,39.7261302294988,17.8320534828486,2.7605024378083,150.241197926907,100.678970273843,96.279033193564,30.7199642965486,20.9900446747892,9.46388475554798,4637.39896060259,0.0070858222895339,146.506080405516,52.2790304052898,0.999738752947482,0.0475738766950814,0.0254642966581178,0.519737462382696,0.0731675377787221,24.8094398789825
"PI363517","77","India",18,245.745450579621,42.0552770460205,204.946670680378,3.71880168041658,1.37487622959016,14.3533532892378,1.88561776771982,380.569869266451,0.249874518689688,272.106107217247,31.3038033053891,163.342667699052,82.8211418868419,0.309952271581213,0.151137572081921,0.440438291377394,0.752515596062788,0.459915018802464,0.21302816984727,0.49205434634806,0.790933772000667,430.636837236159,36.5167436625156,19.6502504092539,3.01576901045277,137.137988848157,98.3672425304404,78.8867070262444,33.8705948955367,22.4531782559967,10.9415628763648,4933.64932624629,0.00731043324489473,140.546196849876,52.2108447728333,0.999738752947482,0.0590481125334049,0.0325196112397999,0.536158135558397,0.0927242686070879,26.8910730311038
"PI363566","80","India",18,240.49499103244,44.2496117041761,196.757829646094,2.94374358100539,1.48485170157178,12.8969614253828,2.3425884676032,377.18038047747,0.253494178725069,282.714790211046,34.6399277030443,166.370252711267,74.501886883791,0.282382210921297,0.168643873425222,0.44010573473371,0.752385424501581,0.465943403221994,0.214689944629336,0.487687684477694,0.787136146107434,447.676533329177,39.1302640910813,19.8080533158381,2.96107948094428,137.576943078634,99.3389318282934,87.0591879037174,33.8891605184505,23.7951901995993,9.86601428634584,4830.78644583167,0.0071650532394101,143.910181155783,50.3612976027063,0.999738752947482,0.0549729689964295,0.025279796435191,0.491140769190126,0.080095624863538,25.6232508968089
"PI363585","81","India",18,225.669234050447,43.1629623173732,183.753544470115,2.72780276926134,1.54109840082224,12.420348637118,2.13045516896958,365.127470441268,0.243104020969889,254.283762029445,31.5866508017052,152.788927964523,74.7861382856575,0.282025075786789,0.170467710050151,0.446284194265493,0.752375220856111,0.462108154659832,0.216880152217774,0.491396952219665,0.788050121138072,401.449701966884,38.2199871401393,18.1731451447409,2.79544580650114,144.576027558549,99.6701402331215,88.3021502712236,29.3175099216544,19.9174152918958,9.14374921969356,4673.46072793569,0.00724507568169993,141.733378693101,51.1361168996685,0.999738752947482,0.0446892107397293,0.0234366712785117,0.508384209553158,0.0670224445241165,25.0313994666828
"PI363591","82","India",18,243.965872659595,43.0699691691739,201.967889049143,3.52255109853445,1.3810316750499,13.384608121471,2.03590496544912,364.412236246676,0.243665408101295,254.698425664489,31.3997313054681,162.09434041858,81.8861712886586,0.274596741740461,0.166674228744605,0.438117462020285,0.752154166368919,0.480315680578141,0.211837132682354,0.493027217880945,0.78812933292356,406.156074871233,38.2726348463166,18.1572782663568,2.98417565844242,142.20232677878,97.3556491318044,82.398703137417,32.7605009049652,21.9644596069939,10.4845670908557,4993.39178733617,0.00741406361029781,138.650654474829,51.5378059019871,0.999738752947482,0.0495278943723669,0.0271952658780033,0.525863507111033,0.0770050349606458,24.9488107103718
"PI363592","83","India",18,247.756996222613,43.474619137047,204.902915782977,3.11329163172028,1.49801558959892,13.2380915714048,1.87449831998187,382.425464179882,0.253750561874101,278.14209632286,33.618331854445,160.698470373382,86.7682972837986,0.306615948467723,0.170638070357965,0.467383034942838,0.752497957149047,0.474567192857606,0.216805494862087,0.491230492313617,0.790061622452826,431.208854876545,38.4312831753767,19.0429898643938,3.04204323457614,138.572281013513,99.3698413752659,86.4796723163188,34.7365403500045,22.7036175259786,11.1389431379274,5044.10981443747,0.00726491904808568,141.279287778435,50.3880720061154,0.999738752947482,0.048380549021626,0.0285650098795427,0.547011491201289,0.0774248987336749,26.146172539454
"PI363596","85","India",18,236.985095545209,43.1638273180358,195.219624630551,2.99358724617029,1.50645585314829,13.1162273722779,2.12751238189725,384.774378411361,0.242135513481463,252.713619474453,31.1762164248436,160.476139207743,78.1967234857357,0.284155838465028,0.165916052330407,0.435819519582606,0.752577837240347,0.466884714640959,0.217567791267916,0.491184518386584,0.789555885112662,465.163741687595,38.2263413454957,21.2809223513557,2.91404697806029,141.958668457378,98.4918751943743,84.295820698213,31.437067847844,21.5652813275407,9.57719425122215,4945.08856524211,0.00712098916090317,145.87407432225,51.5975163434939,0.999738752947482,0.0517733755813658,0.0306628259699062,0.543835976218365,0.0843921864348218,26.3785882730385
"PI363600","87","India",18,236.367694327173,43.2957080339502,194.156274339044,3.06058591935952,1.42026466704405,13.285088388107,2.14633528635803,378.286801670256,0.257217337660434,290.285797107779,30.6550421605189,160.74086146071,76.7641081385948,0.273961498193631,0.165814427308772,0.428190256052323,0.752254708183482,0.473750222307309,0.220891656068796,0.487285285269559,0.785133616237267,425.733769572353,38.3647082438995,19.4291351251373,2.91683654289224,141.119704118716,98.7926023318358,83.2486921688178,33.9030940441422,23.0070526270838,10.1959895626475,4876.15537728549,0.0071410508361116,144.338474227533,52.6941018132164,0.999738752947482,0.0690474373483756,0.0291151641825114,0.482008655275054,0.099151102984048,25.8249998587393
"PI363604","88","India",18,227.640403979559,41.2042859968181,187.862940970863,3.22092208834248,1.43547498493487,14.0121596380945,2.16741440210516,371.93170058881,0.247027505803255,258.619416732085,31.6543466640061,154.832462857911,75.1943526365785,0.2821872089281,0.169447241107674,0.447805620307573,0.752034366589556,0.461750152434287,0.210551576779349,0.490373311188015,0.78594965911108,406.29625569034,36.1304541936527,20.2219547356558,2.82095565066506,133.033904183338,97.0473236318356,80.2813682755104,30.1849806843459,20.5008528507071,9.19816450381837,4710.24459579843,0.00721453578613926,142.234235370034,50.9859555077522,0.999738752947482,0.0421922190826944,0.0236951879849693,0.528377495027814,0.065539673757325,24.4138951809743
"PI363605","89","India",18,202.194002156583,42.0613312752786,162.291936178008,2.46771936771913,1.5034036759348,11.0386318806125,2.10483403182274,355.67974193316,0.240339742353221,242.118938144152,30.0660613151183,135.200458763205,68.3959707050948,0.268625172245326,0.16707880317466,0.437215506643497,0.752142866910109,0.445980897446368,0.218614695380679,0.48938897010251,0.790939902346007,359.644199341095,37.07335230905,16.2020407193398,2.51553185111483,133.937808978913,96.0391174352163,81.2012350096895,26.7770983799437,18.1305051889283,8.50098309152242,4216.5633066832,0.00717322039380475,143.43372174999,50.887135773335,0.999738752947482,0.0424811357502957,0.0224966985956422,0.51154490661361,0.0641698088611119,24.704072131493
"PI363613","90","India",18,238.464189501388,43.5370804183307,196.188459682979,3.32624885618101,1.38532845364009,13.0419842849724,2.08797487310156,384.880971579647,0.24210006018722,246.685473543066,31.3667249929515,158.328757028065,81.5073604228225,0.284606355442646,0.170839568251131,0.425523823841708,0.752750567546808,0.47449871169506,0.219141867041537,0.488470471924325,0.793779123399813,429.579001295527,38.659457290359,19.2565347178564,2.93858438742873,136.366096179097,97.6132444100348,83.0019505671703,32.1948470413707,21.4464573896918,10.2030604884205,4938.27882681812,0.00720206702393215,143.524589625513,50.0053363782358,0.999738752947482,0.0446814734488539,0.0255322960419773,0.533133144729356,0.070363895964084,24.7130050631305
"PI363635","92","India",18,188.290352871637,39.7323745982603,151.20340048975,2.66089085767285,1.32539523974238,10.488576400362,1.80614528992829,314.847145669206,0.234830242505616,236.063142803427,28.3300602173443,121.914037449517,66.2388092548048,0.284385229154503,0.155993759159846,0.445560980309844,0.751974535160807,0.43615316576656,0.215255987484478,0.48527879884946,0.786302114334407,327.951062130544,34.9906111248743,15.6849836915417,2.34188916760264,124.777111835241,92.0442735973243,72.8807454979596,24.2658210042573,16.3030269120199,8.0917619624933,3825.12465407966,0.0073959903653142,140.207699662863,49.9270821601823,0.999738752947482,0.0388520749943823,0.01997800107938,0.506029065909567,0.0578744254250497,24.0929744788816
"PI363647","94","India",18,213.778990987335,41.4279451421362,174.900775809221,2.69143756664866,1.56830053459367,12.2082013312175,1.82852887616182,361.482965073353,0.239052130864322,239.778619409026,29.521595698279,140.495922175001,73.1331988796028,0.276806489728386,0.165713680526675,0.449986919061669,0.752575069144875,0.453445045152655,0.213196309750606,0.487557319515942,0.789747724037536,356.243593695976,36.6875363010491,16.2015017327201,2.64103060664677,138.812103361927,96.5862531677155,83.283768143674,28.9565341645543,19.3982455689025,9.25454081125541,4364.28903821985,0.00746529888128896,137.756984499533,50.5540161438959,0.999738752947482,0.046092382350626,0.0254330946204712,0.498531951260134,0.071424787844383,24.81608137414
"PI363668","96","India",18,231.102451767446,43.1762011547543,189.341733798737,2.80104961407421,1.54935783936415,12.8560570613969,2.07302895945314,370.134030094504,0.255652958373246,312.216586688038,34.3755264783088,155.284872420734,76.0328359690669,0.279924312525028,0.169158255296491,0.446283333848653,0.752358634292916,0.460500761019601,0.212480064443506,0.49078861961016,0.785974754891753,403.695521486493,37.6813375823201,19.0241339551844,2.84772885264686,139.659372815053,99.9089731214884,87.6047312933934,31.0727551945488,21.0677120998005,9.58244963720604,4700.90427865261,0.00729927184022163,140.579244475224,50.6217065534383,0.999738752947482,0.0397717442392087,0.025565245638105,0.555215232587088,0.0641989427992979,25.1603588548184
"PI363678","97","India",18,204.193663524994,41.6484692441486,165.078319932626,2.51159907849902,1.52434777610121,10.8788017194878,1.68356821645863,349.609018052878,0.241817778562401,247.689744354438,30.2842134272925,129.683273831862,73.0675772228208,0.295255815788222,0.172683654092562,0.451252230964169,0.752258968108766,0.463012598460741,0.217569900073662,0.491435746528546,0.786547866185673,352.785748890292,36.5932164799051,15.6360995329039,2.55195661013814,135.504913731475,96.6482618347155,81.3445131697827,27.1638716311108,17.8251564641937,9.06447407590323,4192.80283831774,0.00731862888182025,140.197011266713,50.8918679051724,0.999738752947482,0.0318191674207389,0.0184473698470913,0.500988635505737,0.0471412706203253,24.9494241928583
"PI363696","98","India",18,216.505425944739,42.5993376027105,175.835667853481,2.71142248904466,1.49375202177092,11.9672059980745,1.9962373669194,366.663745817438,0.244323058435128,259.749548735901,31.536633719982,144.983984462139,75.489316224006,0.283868837403125,0.170683527656804,0.452754276917483,0.751961461457036,0.457554494715399,0.215053819663039,0.492709936374789,0.786040121650575,365.511027286172,37.6294327341962,16.2269966524325,2.70915611164433,143.499435703219,98.8244669093586,84.095444573587,28.7175967306436,19.2438357221683,9.33195052778783,4434.29606685264,0.00743919770951613,138.292548231271,52.2155035887445,0.999738752947482,0.0392920603721714,0.0187568887799419,0.474279642630041,0.0559065444483957,25.5844483187718
"PI363699","99","India",18,216.77103387977,41.8162541892715,176.915191047662,2.85479712824281,1.45426203770873,12.420348637118,2.14107051353851,360.961482736596,0.246840694124361,257.566111828135,30.896707073833,145.648176815966,72.1236236218317,0.278421907235892,0.163882937207272,0.448856786668301,0.752586879714677,0.483769070819443,0.216683070088095,0.494819798407929,0.790128561161144,407.516730055328,36.7454385734832,19.7096698643202,2.67248297641572,133.410918771432,96.1182940100296,81.0267616410815,29.539987832209,20.1869641709532,9.12324871018395,4464.79450126172,0.00709501013348706,146.591094781315,51.3387379134691,0.999738752947482,0.0453212035994753,0.0238421198995188,0.509882481419924,0.0681817037984156,24.8474650043993
"PI363763","100","India",18,233.882510845146,42.8829438118062,192.652592508234,3.06048233338054,1.47006252430273,13.0751125837145,1.88106530985956,359.908387425094,0.2479833095554,269.003434790622,32.2755858607076,151.892646756075,82.4999334687762,0.294926975866814,0.171000927968486,0.440785802299393,0.752503614459427,0.485147038884128,0.219301204732168,0.493923216896666,0.788676533096672,385.299401314806,37.6604089768009,17.1068279120965,2.87121470250931,137.265211197268,98.018391402814,83.9975958591112,31.2761361556896,20.6190173249056,10.3700212191053,4719.92937996225,0.00739801558992014,138.956964158917,49.5440241027218,0.999738752947482,0.0649109197343737,0.0338294408579878,0.521896706463484,0.101422386369534,25.5934183022392
"PI363766","101","India",18,259.966048995077,43.7765136686095,216.739238101817,3.38372241715778,1.43861757138825,14.6821800765518,2.35156904039619,393.553267858202,0.243633771584246,255.4450406951,31.8859723031515,181.418338372047,79.3794088691462,0.287703786085801,0.16634850257967,0.454384353951905,0.752794084431807,0.481502401549111,0.220767499380487,0.489259871693173,0.789544918649353,465.813526339716,38.7736104572557,21.1502225883591,3.14593827944424,143.42531907182,98.3268172468438,84.8987996157741,34.134659273007,23.7599435227763,9.78788753493154,5319.00630925818,0.00724487107604424,141.831586956964,49.2102229332897,0.999738752947482,0.070859372650478,0.0366761715493643,0.519705466768605,0.110981881043232,25.2268791529152
"PI363779","103","India",18,248.833773386696,45.0633007218016,204.299530350172,2.84947773217937,1.49785765745086,12.9105448485694,2.29472781285071,400.468114299876,0.249483847741324,249.7242007803,34.1466797500668,171.097271329199,77.7559514088548,0.275566873899872,0.163268777542186,0.429712992599531,0.752388144591245,0.457031123355106,0.217546053203668,0.488814218259819,0.786626028544729,459.331129944125,39.5162819901487,20.0707526543847,3.04335798385851,144.124760299278,100.581276937004,89.6166733954484,33.8415498001812,23.3570757593741,9.99201817594575,5049.49034768414,0.00709534975188589,146.980761942744,51.6909038807513,0.999738752947482,0.0580348168762288,0.0257052274206215,0.473231990988048,0.0844032443067431,26.0052537856839
"PI363782","105","India",18,229.15071522862,43.6291322407938,188.859826435527,2.99677914665605,1.4241482841294,12.3075338236272,2.08355288281381,376.111690164508,0.246792635881992,260.95960257526,31.7914061217875,151.57224431409,76.2719790850286,0.275255596552907,0.158757266969586,0.444158842084555,0.752378698170379,0.471652576573031,0.216625713384941,0.490853221797935,0.788078745523356,428.55439052185,38.1068806312196,19.6003922546512,2.84377483174497,135.266440082177,97.3815456384499,82.3633438154912,31.8398479082031,21.6396555615281,9.86143545526188,4716.96443569321,0.00712555069133808,145.34343887493,50.3649859483981,0.999738752947482,0.0513656807258729,0.0236220019377185,0.488333652195657,0.0746516369749908,25.2285840274431
"PI363823","107","India",18,225.052981133961,42.2985655061821,182.56378582306,2.66979703651263,1.56313839147756,12.7852220259974,2.41194185208587,358.194495908619,0.244532824617028,257.215265525989,32.0217780944698,156.755826687352,68.2120409349591,0.28134612245467,0.171928264786681,0.443734689468697,0.752763858909591,0.462611903466526,0.218689262346398,0.489600980425672,0.79183255807367,400.135520207667,37.3097873742766,19.3104077956673,2.78519504729254,141.528710966488,100.697789187921,87.1109005380455,29.4543444362047,20.4741951862494,8.66229146119625,4491.51672907874,0.007177550898204,144.878125275462,51.3428715455248,0.999738752947482,0.0460353696338636,0.0222291570660614,0.479357269660066,0.0668354484232941,25.2559925526887
"PI363824","108","India",18,212.524192904175,42.5412059048137,171.998731185887,2.7301957306437,1.41631414145752,12.0086619148644,2.25675309852904,353.144157451068,0.24246526226126,250.312309895898,30.8985766346362,142.465645104796,69.7341941912595,0.267040804784637,0.166069075282606,0.456805182994947,0.752285550017517,0.451472162220796,0.215974559149838,0.487152549825709,0.790687619168321,387.419957986177,37.6013699202411,17.5942233134206,2.64013405921884,134.725952653304,96.4153538856603,80.4985377476731,28.4581711718369,19.3527954134643,8.8703836473821,4365.57273544136,0.0071487837596916,144.758170272432,51.1620292569066,0.999738752947482,0.0354531263642781,0.021600859121591,0.532985146623548,0.0548144629597337,24.8465845777976
"PI363828","110","India",18,241.227477505546,42.9298572669917,199.326790177839,3.57556317620314,1.29866354837534,13.7332206718448,1.99339431072008,387.654335561842,0.23741323920647,241.510508622691,30.5591925649437,147.713756205246,69.1838390095738,0.250502842044926,0.164043218766252,0.443332729261905,0.752746426729553,0.454938463692274,0.213373757042033,0.489515406261771,0.794714697950065,428.92390356027,37.9793693704639,19.6102235577025,2.97289181904433,140.450058368934,95.7230528558397,76.0376796090045,31.5500925164446,20.0090204712701,10.7837227494038,4549.54388394967,0.0071804639563705,145.251808041775,50.5774845650734,0.999738752947482,0.0426797553698704,0.0228762373137353,0.510565876039188,0.0647084741534503,28.4846361802822
"PI363869","113","India",18,205.301769711479,42.6604786782124,164.064514712563,2.96861948124438,1.29445717686826,10.6781638513141,1.86350382880676,339.060606969546,0.240761630385672,246.067453409631,30.8866948235146,134.636766511368,74.7248382106969,0.283737175081087,0.173168897485527,0.453651797412373,0.751949589312841,0.475612035916867,0.212891206423984,0.494994729840328,0.78679003397344,380.298256176644,37.9512436763837,16.7392888259091,2.56420272568138,139.060799152814,95.8228229811417,76.3972813230256,27.2260778212586,17.735991285829,9.17390099709616,4250.80353312338,0.00713963243814074,145.131855126663,50.0462443535569,0.999738752947482,0.0284734717557265,0.0194418117828,0.531806793842562,0.0463215796640582,24.5915223057525
"PI364007","118",NA,18,237.133095496151,41.7997328143763,197.155643304588,3.48871721894505,1.22631525821295,13.4579076674447,1.70660232281024,377.510868763385,0.246803566605336,258.491228600365,32.0167569717416,147.073798625566,90.6050667321567,0.273117825454137,0.15545212112148,0.430971310136916,0.753424183513635,0.463879205636223,0.215546818527379,0.493228740647649,0.796082350483872,425.352651658509,36.5956449705121,19.0198373688964,2.91214241928621,140.105396327284,96.1120141946047,74.217927448381,33.0278806709242,20.8151819690181,11.5296831515338,4855.56856354633,0.00738241843470912,141.182144462742,49.4261123819704,0.999738752947482,0.0502460700155759,0.02732462661415,0.522054899673136,0.078085565030371,25.5396104128952
"PI364028","121","India",18,237.568953394944,43.7059961917975,195.400315902267,3.36492458050276,1.37106725844699,14.4483155235713,2.33550049757193,393.175188100449,0.23783060125231,244.742941616095,29.962257628279,168.893364383959,69.4489795095697,0.263391772427057,0.165602445093042,0.433421470172355,0.752905814042073,0.44597878027087,0.219809670194811,0.48436646453083,0.799634693432502,436.242419420652,37.0146645643881,21.1249152422481,2.88780828029739,141.210490144849,95.6159145359233,80.8337184582818,30.2633291246393,21.4586599620962,8.56302303719164,4949.96305672914,0.00714376244212755,144.441842214286,53.05938847523,0.999738752947482,0.0523872083253824,0.0250034880415804,0.492933969045701,0.0777458182780009,25.0385568876745
"PI364047","122","India",18,260.722977838701,42.3836796604667,219.500363828879,3.27566617839035,1.60466172628039,14.2088395635056,1.98488521458541,376.536031793535,0.246807805628994,258.897057520806,31.8462368040878,166.193070401766,93.7810975912081,0.31898049310219,0.1779992688433,0.452668906593375,0.75310254526178,0.496243765332941,0.220061523587348,0.496237567775385,0.790386009297385,399.3880294378,37.2254249278911,18.1903200028748,3.18009163297217,141.767948892716,100.478920662794,90.5074904504879,33.9247719426291,22.1805932125414,11.1384577928013,5283.09926137218,0.00750504494482977,132.570104648644,51.0758479136467,0.999738752947482,0.0751061454818273,0.029314516008766,0.452727002984056,0.105644922213682,26.2032162210441
