"PI","Entry","Country","Day","TRL","PRL","LRL","MSL","LSLPL","MAX","LED","PER","DIA","VOL","SurfaceArea","TRLUpper","TRLLower","CM","CMT","CMM","CMB","CP","CPT","CPM","CPB","CVA","DEP","WID","NWA","LRB","NLR","IRB","TRArea","TRAUpper","TRALower","RHZO","SOL","SOL2","LRA","ImageFlag","SDW","RDW","RSR","TDW","TRL_GR"
"PI364119","125","India",18,256.514367091637,43.8083184787443,212.995226430288,2.90499194465314,1.64672329408552,13.726369686239,1.88722169839595,424.593188404759,0.256896645053798,256.815867075075,35.902828855682,166.65684324845,88.8468972256033,0.292706315684102,0.154209428282625,0.454480251300633,0.752375820282312,0.463523240579686,0.214512421551453,0.492025908340535,0.786907793558575,492.035799627044,38.6321954285996,22.4377069263395,3.15915465291163,143.085388043841,101.7724734964,91.2509889780495,34.4936405053772,22.589304860817,11.0970572711242,5317.42614138978,0.00710811158470537,145.395271828125,50.9073196193588,0.999738752947482,0.062337879619399,0.03023824604363,0.499679988323571,0.0932607481089014,26.4868593591112
"PI364213","129","India",18,261.779778928498,42.015082264606,220.046129069242,3.95456843411718,1.39011371393676,15.2923527030872,1.86464221564117,395.187808072304,0.245087512408853,257.155471712353,30.9792151466097,169.142863462972,91.4645767734092,0.301116118529235,0.166731562638952,0.454741272500875,0.752858436458395,0.478478917708281,0.219671607459086,0.488205746986507,0.793226262352566,463.207449273631,36.3865397380763,21.461060326863,3.19202211951739,136.065335708902,96.6585669614392,80.2012935775631,36.3148303716329,23.5237180824036,9.82285080085583,5343.26887719766,0.00724155930394457,141.596656611026,51.8169166653858,0.999738752947482,0.0541872628734706,0.0293526864896557,0.532301453570083,0.0840183029820424,26.8491049949595
"PI364218","131","India",18,228.215766558039,43.1984556753186,186.109809929179,3.46231318150341,1.36140787977732,12.1954066777029,2.00024209830184,370.412546767569,0.231678625057039,231.152088038958,29.1223763519736,150.185640816235,77.2505099973102,0.282135556320409,0.166396952265822,0.429099495175444,0.752468304170767,0.446411788664892,0.21425189287036,0.488079197463441,0.79167970186328,417.050160445447,38.336323431438,18.214429730357,2.80144822671986,136.129955835119,94.9087421512402,79.0596674453658,28.6048984564461,19.3719178557285,9.02430550765208,4745.287345546,0.00715292702917683,144.200875566306,50.0529014081259,0.999738752947482,0.0578253337974135,0.0269129474575272,0.491972554261607,0.0851299191348715,24.7406124089493
"PI364224","132","India",18,197.592543001317,42.0811156079098,162.876142646501,3.26927034226224,1.30072786092492,11.8324462662023,1.64894356100179,322.941985513572,0.235776944538484,235.789995381501,28.3324065236084,125.830941371571,71.9909387968818,0.32144515622244,0.15912155047536,0.464204108551667,0.75187947554466,0.477235001870677,0.218594682343009,0.497427393413708,0.790496214729975,316.251111774774,37.2921083564646,15.0240725031166,2.45702242370066,133.390916225958,91.9046165658972,73.819070610542,26.838488158907,17.2927854413364,9.32760176771655,3955.38884687729,0.00771554436482504,133.087816590991,48.8451613498077,0.999738752947482,0.0582380662560767,0.0273089573615514,0.505295502160709,0.085857837242135,23.8569558417577
"PI364225","133","India",18,235.864777483585,43.8674414921628,192.989965957034,2.85299668931204,1.5141210928344,12.9316597307882,2.19208922585513,369.331612335083,0.23813664591491,244.008116336833,30.6959223980523,162.086334065935,76.3467074108212,0.283487365363021,0.178570890397147,0.442739060208757,0.752118908838466,0.469777356196897,0.219072284538939,0.490964771139351,0.787021120507259,380.403040993707,38.7109187283797,16.6724533721206,2.89694032931324,137.690514576192,99.2413259109063,88.0660958739973,29.476505471363,20.163473458998,9.0282144042733,4878.88623832065,0.00741916786556336,138.406680843306,52.038759743074,0.999738752947482,0.0539381986922165,0.0254853494780649,0.493736981999073,0.0799301925574911,26.0097674344881
"PI364231","135","India",18,211.867935520149,41.9675040210066,171.262910137296,2.64727959455178,1.52008671010754,11.7904228198841,1.97107906911733,369.519450163069,0.239008600398329,240.813674987505,29.8583052836653,136.888143265837,73.9880597710809,0.278870086286875,0.168031248092646,0.458487665593057,0.751833339425153,0.450318880884248,0.215181599164957,0.489152062856195,0.784040489408822,349.28766814768,37.0448103599823,16.0931190062407,2.62837537083159,139.930673923277,97.310133025541,83.4272736468648,27.5773308156096,18.1134438805678,9.11345990239017,4427.14284170835,0.00735266201931477,139.820930658039,51.800045087078,0.999738752947482,0.0453965558863371,0.0245808108720047,0.511280823549573,0.0697771754441896,25.5985988024578
"PI368275","138","India",18,235.814419016124,43.6739624909596,193.190220213703,3.52421253297153,1.3311905185598,13.2090192287402,2.38132141864683,372.111023611354,0.236021328161964,244.415881942553,30.2304671891867,162.967611615222,72.5470217294269,0.279918072703188,0.175662150389056,0.430497248285104,0.752558245629528,0.460819751462392,0.221873696039891,0.488389780596418,0.797539146572266,436.029042497212,38.7114917754119,19.3718427229916,2.91367140611406,149.709530427076,98.9172351428562,85.1627219792574,29.0346668366559,20.1165744536549,8.64193777315928,4776.0453190003,0.00716383982201046,144.022359411104,50.7567872293054,0.999738752947482,0.0322057570225613,0.0191710899583743,0.521687770833488,0.0495020074526524,27.0128538602019
"PI368277","139","India",18,228.863706327857,43.3218097395278,187.088140847767,2.75553520546797,1.56847835636559,12.4588213646408,1.82977492524373,386.166302282737,0.251290420994362,268.189546304723,33.1428645350163,145.447750441368,82.8492413796466,0.290159614724167,0.165617975814384,0.440849715609539,0.753025922390903,0.489090317430167,0.212095863170895,0.492424153364832,0.790712129262324,409.907314711608,38.0677116323085,18.5469303960354,2.834888172239,140.525851980018,99.8699716728781,88.6409430571292,31.1675275299468,20.1050592794661,10.5383287356378,4726.34533877928,0.00725783073571828,141.251765622142,51.27442647498,0.999738752947482,0.0455181175274154,0.0248333778177881,0.519586927067788,0.0703097712724857,25.1654880176789
"PI368279","140","Taiwan",18,256.449468544999,43.1095098930614,214.220105352969,3.81831333687353,1.40132846442886,14.4380692728999,2.0857361914593,389.777712080742,0.248814381715931,266.466491846691,33.739098580609,172.571286112053,85.1151418808103,0.305435385462875,0.168117121175356,0.480568361433027,0.752622205191944,0.4715152072744,0.220477873781365,0.488852865302064,0.793123144514862,500.046131942125,38.5687887905779,23.2388702727594,3.17349220598584,135.267058369162,98.7862161239373,82.2913593939079,36.3292417479826,24.3526060774404,11.1941384330811,5279.06544166065,0.00711199005278088,145.374241082941,49.5287725243587,0.999738752947482,0.0647568991739148,0.0310194447032382,0.502109865210951,0.09706297329963,26.131726854295
"PI368329","144","India",18,235.921997677634,43.1009270414133,194.054742941477,3.1781699369324,1.41060574601675,13.5877175256601,1.95808497214636,370.38435999277,0.248478283436125,262.70376732081,32.1768239487321,155.868960168947,79.6274174093473,0.276001174547479,0.165432499942278,0.452491983405082,0.752048457705447,0.470451310276546,0.21619095343544,0.490811832541462,0.786010448169687,416.266417214744,37.8561146971253,18.7902279236649,2.88382787142699,133.911263668417,97.4847524708875,82.7376326832107,31.6489469779691,21.1134880739608,10.0948063659143,4792.25872986114,0.00730368887697211,140.524177682347,50.6648694198707,0.999738752947482,0.0484039698082071,0.0258948969569162,0.514959769686084,0.0742801543527267,25.3554021928915
"PI369768","147","Philippines",18,274.605438622838,43.4914939861384,233.249168655098,4.38337494989132,1.45784556179181,16.8560874051437,1.64898118843951,398.742579132196,0.261566586748316,276.708143691978,36.5597443205172,186.891599901691,90.3563193837591,0.316422746195389,0.158515594008627,0.500964120878023,0.75330435331394,0.514636049091813,0.213266093881591,0.494117019173346,0.793056151832975,491.006887610704,38.1228235497452,21.2710958815172,3.34382919762345,141.141143167386,101.748623281718,88.7733785302454,37.2751645004002,26.1319879894754,10.924798669061,6031.2634015779,0.00755994503406378,135.24243599119,49.0795073571198,0.999738752947482,0.0852421160676627,0.0482447643776439,0.544730254609843,0.136865013394307,26.2169158358806
"PI369795","148","Philippines",18,275.106814556191,43.3091900029068,232.220768744922,4.12506686727917,1.23411204966324,15.4784642110612,1.93028734821451,383.383160296434,0.251705197074618,252.248966580302,33.0552670381561,178.740969647599,94.0209888469031,0.289773917942643,0.167658451017386,0.44953543982186,0.752297343413082,0.487292408298902,0.215684849338205,0.497527544058987,0.787832535107685,488.59663933778,38.3044696879011,22.7292642204192,3.30705544327746,136.068394086663,95.2010150571845,78.8520160354134,38.2372507395301,25.7650897540083,11.5475560453993,5521.54683544963,0.00723428755737861,143.476775873001,52.0704448526887,0.999738752947482,0.066322539241198,0.0312950479888039,0.541408367085099,0.112212317635238,26.1722129473522
"PI376849","150","Thailand",18,239.140584364441,45.5665748490246,193.43498067264,2.68503180900505,1.5354539245596,12.7728525184172,2.0094031466739,372.675159199181,0.262684612930397,274.174218659772,34.0953280399437,158.604520445499,80.5597384888945,0.298295905981329,0.159418544293286,0.439828438788954,0.752864590699948,0.473820163565276,0.217893200997169,0.490296771808023,0.790356223226058,448.104456723929,39.622178331282,18.7355354015004,2.96896894833793,148.862211283679,104.40871754272,92.9201559919152,32.2468514580719,21.3705303464069,10.2666868702368,4869.31088032578,0.00717567979735142,143.935706884806,53.6680632306125,0.999738752947482,0.0692383142916669,0.0333023468542018,0.501769025120485,0.104053941952628,25.9917380604489
"PI376923","153","Philippines",18,247.540234117614,41.5261107319206,207.013566964691,4.26953750004518,1.29132979778178,13.9664306855597,1.94877907306294,355.511806476755,0.256777811505947,293.541465344543,33.7240436138726,160.342541117603,86.9622938319643,0.296140257478151,0.170841275605273,0.466187491231642,0.752782008798316,0.463484833874863,0.209758671641998,0.490581937237935,0.788974573790068,412.246564566035,36.5339498682168,18.988233568755,3.0599277680476,134.43137914664,97.156489045134,78.1504639900704,28.8460296985079,22.8430728862143,8.97426914938235,4922.02414406838,0.00736539300860977,138.994277667904,49.3349553020211,0.999738752947482,0.0447724402092756,0.03321849837836,0.51044440408393,0.0709277074082572,25.7812538188719
"PI376952","155","India",18,209.905498420801,41.7315173676752,170.359678344864,2.7171545941033,1.46696652911962,11.9753026698884,2.41193993286913,352.490640015149,0.240841702844547,251.037082215113,30.1085970745332,144.495751940644,66.4891120880492,0.255571418550849,0.165537856591343,0.453301233640511,0.752115597003488,0.446744022564874,0.214159918774025,0.492318980098034,0.786104486049471,350.913305766736,37.0401960889072,16.2434275843296,2.60022168890462,137.811333888652,96.2244720026909,81.2694066162768,27.4035207670651,19.0460718324692,8.23737633254597,4275.58616958176,0.00734609538774409,139.259707927266,51.1322205158238,0.999738752947482,0.0383176316494944,0.0198889985741776,0.490702890078661,0.0569269613476999,24.3405353100705
"PI377014","157","India",18,213.548396477009,43.3588794760274,171.709645632089,2.58072129771735,1.50237034401494,11.3970026070234,2.02051999419684,362.401933083819,0.25363623789979,277.053545846955,33.6814758991962,140.168662314335,72.7814278439202,0.286480101710021,0.165994890223364,0.445741154078871,0.752533260072929,0.462937869493431,0.216299669449929,0.488343557118624,0.7882325448932,383.547982234223,38.3264407470439,16.9042241247147,2.64650261118998,139.589452443304,99.1695697908262,84.350642834365,31.0024193276013,20.6121377779419,9.91530324945044,4346.61218561123,0.00718941499880648,142.896296211382,52.0064919069032,0.999738752947482,0.0429412763267443,0.0212785672671195,0.494189064042928,0.0635119199196998,24.7570423953182
"PI377022","158","United States",18,278.353687139182,43.6546856014148,233.819823920853,3.61911582833074,1.48386222543088,15.9348562515996,2.23513637531194,416.507250817243,0.249048160937318,284.714844728561,33.1601122118681,199.772941403469,77.885339371666,0.25414748500363,0.162879989813542,0.470971944175422,0.752081790534546,0.487042172634544,0.21522461845239,0.499277205032747,0.785081118157948,542.326394106724,38.0686764983128,25.2763699207475,3.39039054938574,141.774082074229,100.190264676847,87.2334076758808,34.4665875176691,24.884785197726,9.07600678650208,5457.00905236477,0.00702216221960913,148.189851947062,49.5641486346879,0.999738752947482,0.0596536348530351,0.0325158015836128,0.533804832645975,0.0923739042094427,27.6662571819242
"PI377039","159","India",18,192.770797875963,44.0709237100676,156.182135176773,2.25430335169372,1.37785993559926,9.93109152906748,1.7836778897563,333.76021583699,0.232480814893494,234.579456898558,29.4095264853777,127.612866669529,65.9107934037565,0.258945320092179,0.165876921511113,0.424559052094082,0.752399410569601,0.456823626878455,0.213904925154826,0.49057043732569,0.788437513610093,333.102069716838,39.1424740486123,14.3689486151511,2.42676321237288,132.334686913824,94.8757895855323,76.8802180642476,25.3236714296196,16.8126809448306,8.32912795647762,3927.10106712504,0.00749258660295136,137.658901134394,49.4167206583635,0.999738752947482,0.0303367347977375,0.0176134750544719,0.533910509103728,0.0456802107915901,24.7956301895546
"PI377138","161","Iran",18,236.262005467337,43.5975908984268,193.798701015723,2.83856930444894,1.52182527242458,12.6713728874449,2.07753943265155,381.736111704566,0.246247074042214,271.144139545842,32.1066575083623,156.7831482259,81.5297589373975,0.295631435915869,0.161271970345668,0.443862255856631,0.752429808144496,0.483428210563833,0.215882456877484,0.491462430481339,0.788683844734492,489.717247203349,38.3412719173035,22.2750381201191,2.88105633963566,134.837590650164,98.8430349664544,86.0484565308615,31.3306290246161,21.3093274965281,9.7197383325098,4862.72263718832,0.00696030326795913,151.379453541297,50.9676740679162,0.999738752947482,0.0770542535516056,0.0324671075553042,0.481008980639622,0.111396010540935,25.9564240870616
"PI377147","162","Iran",18,239.193800253062,43.606020566101,196.399338526291,2.83802210972807,1.5706309258018,12.9273269314057,1.88216820907679,398.616633989182,0.247110671264788,261.111750475395,32.3421158469212,156.657896300496,84.7217373506808,0.283111273767176,0.167100911071493,0.444592081939045,0.752439587564664,0.470154491228353,0.217132209802071,0.494382627687023,0.788770044654467,445.932669366145,38.003178996474,19.9624572868789,2.93751175094673,141.171825822782,99.1684867747847,87.9127222029453,31.2482562594706,20.5123107397721,10.2083068135215,4984.54393192913,0.00712543655250595,145.126491230444,49.0039447739747,0.999738752947482,0.0594312027058182,0.0304134019891837,0.518061354647422,0.0909357642958591,26.9098280474816
"PI377186","163","India",18,227.533252528932,42.6694388541459,186.54894214329,2.8469914826215,1.51972001018793,12.7267159407895,2.20548133199891,366.521353145844,0.252863616591105,280.41997164749,32.8802893458182,153.593483374947,73.7602152219604,0.271899125782052,0.170521053965536,0.450886159014499,0.752931702408493,0.469736986646234,0.217471189759523,0.488164722736851,0.792981764318953,395.43559757373,37.8533825191792,17.6621617392845,2.82775630784452,139.378589822197,98.3884087576497,85.22771109839,31.9507094129775,21.8687014096329,9.63898847020472,4580.50735277542,0.0073004119004857,140.274030242347,51.4545450891651,0.999738752947482,0.0426686471823648,0.0204883546964014,0.487834458224405,0.0623231766405679,25.3432185184332
"PI377193","164","India",18,267.65306486811,42.8064571152632,225.951109890482,4.09174419897787,1.36751382106504,14.9186243867419,1.72630137080011,410.315190229764,0.246904071216093,271.404798346762,32.9100967804353,165.52530391369,84.4146296774706,0.298427939553033,0.160016508693497,0.47316531045856,0.75279799509052,0.482311792656925,0.213253278861783,0.497078595612423,0.794374684915462,491.263384328165,37.3458825645289,21.824901379832,3.28165597098814,140.676487033345,97.5818580320245,83.4495237702382,35.1930410389461,22.0030259400237,10.269896384806,5539.6631849852,0.00716911994952676,144.113896697656,50.2110711156633,0.999738752947482,0.0524711719229137,0.0307470845741661,0.550381595342639,0.0839055849931566,25.2094219755946
"PI377195","165","India",18,234.030565327664,45.1742566378381,191.042801007273,3.41636934321253,1.49482044428401,15.0644297232821,2.09485833645875,377.531519155893,0.256083355329536,259.534660697788,36.1785255353628,156.347258981274,92.4132255597857,0.280567111041774,0.163511906831578,0.459806863028941,0.75256372564969,0.475394912510975,0.218812350880001,0.490653019455746,0.788359198610875,536.243211959839,39.589707331262,21.630363026024,2.86743781473917,143.437475018205,101.706149765191,89.3633169768416,31.5005671603912,21.229441344371,11.7962905572527,4812.87471004635,0.00711816173892688,146.070591776488,50.3895498024015,0.999738752947482,0.0810586412542613,0.037436215589441,0.498162110551189,0.121292697914757,25.3102280874255
"PI377197","167","India",18,247.610824591392,44.1531910409923,204.340068468936,3.43100569564588,1.38056763176098,13.3575776325586,2.16514147619521,377.499573749634,0.253065554645723,280.740887062475,34.3002953721139,169.72177647447,79.3546594618835,0.285692605744878,0.159728254564988,0.451673495791807,0.752558550058803,0.472338090117475,0.215826701713584,0.490230333333319,0.791069816531077,428.907835469743,38.9658210123981,18.801190412061,3.0442591642027,138.303825968163,99.3576121098815,82.474840099314,35.9068079994406,24.872529057512,10.6651801707821,4902.88467203305,0.0072959398488165,140.645205199416,50.4558186648245,0.999738752947482,0.0597496447131151,0.0295497054140238,0.51069159037709,0.0907682416104991,25.8095462233169
"PI377202","169","India",18,207.546128725085,43.1242253960089,166.20016843667,2.43758961865991,1.46736150783321,11.0101344415778,1.85253879742798,351.64081154211,0.245642426956096,255.103607709149,31.8887167463241,134.556104146449,71.9348870091954,0.284988297350494,0.170199120151639,0.441555401928591,0.752426883501966,0.457023560449108,0.215635326332394,0.485083220431286,0.78778079151831,355.933668226669,37.9186104670809,15.0551832070302,2.57993454113091,136.414669368282,98.2103632723162,83.0376536871331,27.8011862209607,18.3980377217295,9.0538120955185,4236.43993264773,0.00730740787206961,140.433412800621,51.6281670313103,0.999738752947482,0.0458956546905132,0.0230711178222368,0.49970491797003,0.0681444907167506,24.7706187058181
"PI377203","170","India",18,216.039109191797,43.2512783338832,174.081143928104,2.37435990524273,1.63761104973427,11.5069040007214,1.9004394585327,360.000680201491,0.242952482502912,247.90843712641,31.7885263009226,140.515756222074,74.9624505113488,0.306520829414904,0.16455190797297,0.472727275865804,0.752167028820667,0.463505997801717,0.215813184540014,0.492664160281843,0.784954125342296,367.941206624771,38.2062447215823,15.6605932302757,2.66072394524503,136.29529034509,99.7035509944179,90.3362124298228,28.4666515462846,18.7191810408646,9.35384749277098,4420.62258295416,0.00722164325332931,142.36426528522,49.6856254133406,0.999738752947482,0.0477966244522945,0.0244450173288148,0.504524951827201,0.0719955536158474,24.9141920828587
"PI377207","171","India",18,244.48688380528,43.8686836491893,201.52983966878,2.86444096427254,1.56450055031216,13.3406484334148,2.08213227433907,383.776491131985,0.247131161626097,265.731789587507,32.9041620674582,163.381122424445,81.5063500068012,0.286446842626836,0.173630945079262,0.442765610969927,0.752420301149049,0.466101558684836,0.218463204322659,0.490903055514967,0.789148340460659,423.689635260209,38.8201584017217,18.5969933342812,2.995357303637,144.928654628225,100.850135153527,92.2804584140647,31.1427747049013,20.9303102485962,9.68247917224938,4985.50069564258,0.00729995608886859,140.553812172044,51.5216525129146,0.999738752947482,0.0679677908154695,0.0282119261851753,0.485470615307048,0.0977524544552038,25.8492676286373
"PI377220","174","India",18,264.108778744462,43.8689729601739,220.983006020921,3.01543475118134,1.42821041491374,13.9356141627711,1.97076637829116,380.776196989488,0.253861394578187,291.51956788051,33.5421873350695,173.810409523963,91.3743041486826,0.307064969132853,0.149303042881591,0.456351098803292,0.752088743126667,0.459374587770275,0.214106725530792,0.495167759838416,0.790476031384275,458.27210102658,38.8977631232417,20.4581917589992,3.22506137673457,138.375941467337,100.524302608194,85.2295889192403,35.8169120191274,23.1181338395065,12.9324740305584,5202.76147400448,0.00727394508513641,141.148335984353,52.6098054431863,0.999738752947482,0.0831937497866639,0.0305995255271033,0.437655382204888,0.115187886095852,25.9410023711539
"PI377228","176","India",18,218.601269357977,42.7150560120649,177.88830132008,2.73588380773115,1.51913060422707,11.9452523883379,1.96177732974745,360.508995380382,0.244065610071224,254.779876445795,30.7364501983415,143.720158424452,74.9351534059288,0.284966894634285,0.170754566203195,0.447935592825374,0.752092864132727,0.470036267960563,0.218901406323187,0.492938307993194,0.784330930705936,397.545711123388,37.7254503225948,18.478359426062,2.6956244045481,137.784518582716,97.5525755047036,83.9975958591112,29.197954620462,19.6416749769318,9.48712408487296,4536.51672552474,0.00714453416066968,144.620970346797,50.7259800165587,0.999738752947482,0.060592301859443,0.0281081103171096,0.499725180776179,0.0898849964491283,25.1358602821962
"PI377231","177","India",18,276.952363986217,47.5130553779651,230.795415795865,3.4104480869929,1.44940304659533,14.3598537552415,1.6995606856062,421.802314716599,0.261863627170031,322.970892276675,40.3616851529123,172.023458080761,95.12652998482,0.312798097840991,0.169846384966994,0.449145591078772,0.754144106224838,0.491792944770246,0.214984395030188,0.487584808321547,0.789659643900604,433.710297039254,39.7236728850775,17.4288488895261,3.41292923155777,153.462494895921,104.644718886033,94.905053324882,36.6527784900669,22.795511732323,12.8738382312392,5697.5988912265,0.00766661089825782,133.743908497016,50.9938741605752,0.999738752947482,0.0591230162650303,0.0304230899031385,0.514252837529397,0.0905625996814612,26.9967594128874
"PI377232","178","India",18,220.460155849434,44.3809697277841,176.76557491623,3.02150531335603,1.37733902964559,11.2884696116717,2.25098346556995,368.904738942099,0.261361603084928,308.370363384489,32.5400700021802,150.338661244802,71.2400174352744,0.284721114955962,0.169735641272606,0.441653042028317,0.752166880265869,0.460909250737062,0.210081015554403,0.491026833634527,0.78761919087556,426.818451548402,39.3943109683863,18.4860596240871,2.7263182381513,138.260074046661,99.3290098808161,83.4105343979453,32.274677487683,22.3873764341258,9.84341139657269,4514.73145030269,0.00704397025348651,147.330365269126,50.1091217678743,0.999738752947482,0.0630867492464353,0.0241248659131327,0.445597342123823,0.0877478257748286,25.0079544379262
"PI377233","179","India",18,201.884419087729,41.0117386355041,163.796551533224,2.58095493298788,1.49750947785445,11.0304751363197,1.89384102584215,344.709719286831,0.242481858599638,248.178141740638,30.0842673697896,131.645071342672,70.009551682469,0.280905386642831,0.161789800884596,0.436943634950309,0.752767212655795,0.465757280016931,0.214815872140306,0.486660481451893,0.788790203748564,359.467187906278,35.7958339256325,16.7056814148001,2.52592391403268,130.639348561695,96.0984334805437,79.5992832451496,27.0416690346287,18.0417588091593,8.83999911078649,4148.1285173933,0.00714746015526354,144.819372350258,49.7888596132,0.999738752947482,0.0371748743329708,0.0203662452253679,0.510646761512361,0.0560505525967803,24.8380268930247
"PI377235","180","India",18,229.997156912,45.1378816544361,187.921500830449,2.94771991111594,1.43630961061068,15.1294694534784,2.09891977398079,366.168632035054,0.25791082062887,276.972770307292,33.5021136421961,153.824653613843,92.4954290493018,0.274167913112392,0.158817876238001,0.458153496314752,0.75245741636588,0.460070056555034,0.212879313739366,0.493856578342601,0.788162732129291,496.858116885394,38.7391197647509,20.4874825300333,2.83424217630844,139.735580773752,99.8602763700425,86.5278255437197,30.5680921663791,20.5785251080316,11.5810692927865,4686.17422884636,0.00724393300487043,141.60062248138,51.9251679394026,0.999738752947482,0.0701447284084263,0.0318388622721688,0.493862478646409,0.103776784578188,25.6010373883221
"PI377236","181","India",18,230.82351443062,43.7010932373614,187.973328859637,3.25626901199949,1.35012216576215,12.5982352827433,2.23759302624841,372.049660383998,0.246093111926857,261.249215340861,32.4547555576673,157.539711790283,74.0850539127451,0.267545130659907,0.163600910613981,0.444059495781109,0.753138374796555,0.45565378538427,0.219534472317597,0.490090325302455,0.794025795116271,453.865915077107,38.6296726323,20.5895217802873,2.85006875368466,135.081416051678,96.8351450302927,81.032150164988,31.5494954356806,21.5889624944464,9.38798490841512,4736.69017633966,0.0070340032479203,148.057872503753,50.4665950587128,0.999738752947482,0.0734581584980135,0.0263100806624393,0.451275782146486,0.100429861488055,24.891469065897
"PI377238","182","India",18,227.277726835857,42.8594979588184,185.378086606143,2.73381796150159,1.53725218952346,12.2579093431496,1.96880749574942,372.17231599644,0.248088949655275,263.057132532633,32.2895751424437,148.662053657147,77.5982608127162,0.275647425605938,0.164716741411832,0.449036288929029,0.75207614877907,0.464820179137584,0.219836803084744,0.489505167778752,0.784955934185785,397.010891842848,37.8734957386652,18.0157765495209,2.81767381647813,135.144677638331,98.3539483417945,85.4406938972306,31.302686528594,20.872111947139,9.90950572017067,4657.74803846923,0.00730006437038684,140.236562721934,51.7460146624171,0.999738752947482,0.05239950575938,0.0215688102178892,0.462540037326129,0.0733353833478727,25.1174061379797
"PI377239","183","India",18,217.640737224643,44.082503460317,174.743537371363,2.78742821406946,1.37291490663859,11.6749250840123,2.23364900660701,356.211511020833,0.242653309524293,258.943927219211,32.6593162400449,147.615076633591,70.7598668940482,0.273247397905063,0.174241794720698,0.445710823849347,0.752350361378405,0.459070167081718,0.213559941479633,0.491588758982733,0.787301457891034,391.257769270854,38.7077283070059,16.4372680796196,2.70461302664379,142.750447830303,100.333134130244,84.1418581758603,28.0569932062607,19.2918601807778,8.76732167641861,4500.25706111717,0.00721035714806306,142.523643222652,52.0350121184611,0.999738752947482,0.0450814590108426,0.0223543521276825,0.496508459140867,0.0668077577831267,25.1482763908978
"PI377241","184","India",18,256.373685717479,44.0731232083703,212.971841124316,2.93619207166095,1.61105246983864,13.1495424709604,1.90377483267307,406.19915813064,0.239295065205067,249.275461440888,31.7040640267142,165.845924109969,92.3201578230737,0.312476394780246,0.173683319649713,0.444245883733434,0.753160894754691,0.491684843656903,0.222234530282997,0.493910738098608,0.787490065448658,434.458721621402,39.4704059428981,18.7205211684564,3.17268831504069,148.761983594099,102.136016493501,95.4560969168736,34.5418382657848,22.149070634463,9.47712365646062,5251.38058956168,0.00736325432625388,138.745059503739,50.9409227443421,0.999738752947482,0.0587680105923748,0.0311014880709004,0.523030641592772,0.0907445669659992,26.2682673648399
"PI377242","185","India",18,230.419067391999,41.7836352714375,190.102703775836,2.94887442557424,1.34269893324942,12.6736464342985,1.62468889965418,331.452245417431,0.251184667985535,258.75166961814,32.6635652761952,142.79905137399,86.7508781526826,0.312883191566151,0.172155985693585,0.469377040644853,0.751778961543233,0.499007342255217,0.219404931167136,0.494712489257073,0.781726360796592,316.536177415421,37.2125536387738,13.616679294927,2.84898425736071,133.448337017652,97.2247413286909,81.6457262141834,34.0145066399609,21.31702843495,11.9808807116879,4466.57004277016,0.00766200633763248,125.492987362324,47.8242680578484,0.999738752947482,0.0587549272031589,0.0271751361073274,0.503976972521864,0.0862925368512552,24.5250192660872
"PI377244","186","India",18,240.881769113292,42.7705903978618,199.124770617694,2.97395387202394,1.54758497829958,13.9812351711801,2.61564813601801,375.434004948608,0.243293814337631,256.76620797911,35.7860388006452,170.489142454756,70.6846443582446,0.280199975699583,0.167282484105139,0.42735587749125,0.75205977275778,0.465652481875602,0.217640182259819,0.487667214120064,0.78732498273404,441.345568304633,37.3884888871456,21.0784922675574,2.96162294785689,137.267094305949,99.3466284694534,87.0874172579316,32.5689803503552,23.1513915441885,9.06875512052814,4813.69409220131,0.00718665514429921,142.990410611816,50.8260287597638,0.999738752947482,0.058593386742951,0.0256778315101901,0.474875559390733,0.0839049770034284,26.1142329532229
"PI377259","194","India",18,213.379722611737,41.9855395877178,173.751371024639,2.80611922216522,1.41579032942448,12.3415452207921,2.29674273145315,353.292770582604,0.244550020822014,254.503291830534,31.3341908432381,145.430396089919,70.1549699903194,0.276178581712522,0.163024259531779,0.430773529541474,0.752728804073316,0.457762660194534,0.214723465757161,0.486959341953051,0.790872094079857,374.851451513812,37.0274289793355,17.0638979970351,2.66298145015051,138.807701272513,98.0345813333911,81.2983495807246,28.3400840132731,19.3476630973731,8.86111533031549,4362.62544303952,0.00733273559081995,139.934580865858,50.5243651759581,0.999738752947482,0.0491018490033561,0.0206961978733356,0.472364067282203,0.0690076602787568,25.1704341654822
"PI377261","195","India",18,247.314541733231,43.9889645711677,202.503873283833,3.04729758366808,1.46292334102438,13.151561697314,2.08870754597,384.469630866598,0.245842354168801,262.946586084707,33.0954148661386,166.994603373434,79.031671612743,0.274487329771873,0.162459740076562,0.437125485313099,0.75280791305368,0.467115387192309,0.214366850474869,0.488299123318362,0.790359795303441,459.993384970534,39.0944739696484,20.6875226282798,3.03298437660255,141.749628107895,99.2668722011207,84.9081613300292,33.8938270276565,23.1739206878657,10.0442464019662,4984.76521064465,0.00715254569449115,144.375839247445,50.6612626477737,0.999738752947482,0.0534772303661706,0.0256292756649364,0.492112381317679,0.0781881424776752,25.2656863642019
