"PI","Entry","Country","Day","TRL","PRL","LRL","MSL","LSLPL","MAX","LED","PER","DIA","VOL","SurfaceArea","TRLUpper","TRLLower","CM","CMT","CMM","CMB","CP","CPT","CPM","CPB","CVA","DEP","WID","NWA","LRB","NLR","IRB","TRArea","TRAUpper","TRALower","RHZO","SOL","SOL2","LRA","ImageFlag","TRL_GR","SDW","RDW","RSR","TDW"
"PI363147",32,"",12,88.6464566549061,32.3715643423537,59.4937238948156,2.61034813152369,0.827901861142416,6.0548177372865,1.79910236604945,172.233429703806,0.188753953309324,124.715034516586,19.2561721468401,55.7723250905677,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992014964543914,0.329664401758259,0.209373085976097,0.42010576805581,0.992019763507143,163.071641799397,31.3938971140013,10.0300561184365,1.09096181077515,100.103279059535,42.5753698092652,36.4189021242256,11.3850940123277,6.60559889466667,3.60278112146262,1866.26067568792,0.00749567141976117,134.761131545481,47.8483462759732,0.99960251539206,NA,NA,NA,NA,NA
"PI363152",34,"",12,100.038679547034,34.5378185518155,68.0820985292824,2.15296325128381,0.832268175039787,6.18327217727181,2.48978396836872,179.826074086937,0.188753953309324,125.857490551132,19.6711790040497,69.4950948942605,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992080035959537,0.324831901415589,0.209373085976097,0.42010576805581,0.992080039286331,196.0219541693,31.6260990977841,11.7023612561164,1.2244315570393,100.959147967573,42.5753698092673,36.4189021242256,12.4859307233733,8.4912042225267,3.60278112146262,2062.57204518953,0.0066417787874524,141.471221884106,48.8036474629466,0.99960251539206,NA,NA,NA,NA,NA
"PI363190",36,"India",12,96.5209844100374,34.4641287264692,64.3071208826936,1.81473215299407,0.83622181771204,6.00779445692009,2.32696253852316,180.267554408032,0.188753953309324,125.952790716245,19.65203120544,66.0739436316281,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992094103464669,0.321072789258846,0.209373085976097,0.42010576805581,0.992093509075821,184.294464909639,31.6059202883177,10.8979334434538,1.17281248873115,101.150687126063,42.5753698092671,36.4189021242256,12.2917279467095,8.19026897307443,3.60278112146262,2021.29021696681,0.00679817184472175,140.7094132695,49.1774267963453,0.99960251539206,NA,NA,NA,NA,NA
"PI363204",37,"",12,111.837117068521,35.3363364131748,78.1248105218198,2.42622213197601,0.832925965992608,6.69260154005833,2.8917695958291,185.852485931203,0.188753953309324,127.333677527299,20.0956900386191,81.6472583077631,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992185456230522,0.321095825201197,0.209373085976097,0.42010576805581,0.99217886468753,221.403074018663,31.8601006316494,12.6118781476599,1.35570464557792,101.093003124119,42.575369809268,36.4189021242256,15.2609265277087,11.5120482345349,3.60278112146262,2249.00000681889,0.00650923064728115,144.206757277475,50.7532211910001,0.99960251539206,NA,NA,NA,NA,NA
"PI363222",38,"India",12,101.543198124812,34.8360364672185,68.980756359543,1.83261119345983,0.837659887112574,6.15920622593607,2.32726568690281,181.777561860607,0.188753953309324,126.698054279168,19.8998932056223,70.7175549358442,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992128219062146,0.32097574094688,0.209373085976097,0.42010576805581,0.992125417266277,186.660960364589,31.735929126286,11.0279570131091,1.23625140136367,100.80482594492,42.5753698092685,36.4189021242256,12.7493993987543,8.64423655723287,3.60278112146262,2086.37185550352,0.00707494048801413,138.971849656076,49.4207988203209,0.99960251539206,NA,NA,NA,NA,NA
"PI363231",39,"India",12,92.8059073261378,33.9963888573789,60.5164689635483,1.7696184608562,0.833748138800689,5.66812931531036,2.29666491757011,174.258526082257,0.188753953309324,126.043255840386,19.8371817351339,64.5672267727853,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.991960649776624,0.319007493539691,0.209373085976097,0.42010576805581,0.991969025573078,180.069632824464,31.4079805370238,10.6382466403875,1.14929328208561,101.059119964652,42.5753698092673,36.4189021242256,12.6027705570185,8.50850705842447,3.60278112146262,1911.0259402416,0.00777267075104684,137.637807856923,49.2463999095002,0.99960251539206,NA,NA,NA,NA,NA
"PI363271",40,"India",12,81.7035284575383,33.4351084495211,50.8069530206291,1.3952665178616,0.827970749584994,5.02446546136986,2.00718560598332,171.257002088733,0.188753953309324,124.936196106944,19.4264558795161,54.0113357838835,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.991952981810731,0.313061887312954,0.209373085976097,0.42010576805581,0.991960883289663,166.714079122126,31.2704116101935,10.0810980350376,1.00751168923607,99.9179010371167,42.5753698092647,36.4189021242256,10.5392967670312,6.41135041979546,3.60278112146262,1764.53854679427,0.00654702248911428,142.254528206345,48.4109956038426,0.99960251539206,NA,NA,NA,NA,NA
"PI363301",42,"India",12,130.969152310999,35.8628319011569,98.0649139960539,2.86246715277904,0.837996183780704,7.71927693295963,2.72244299895789,189.406471340797,0.188753953309324,126.186384227739,20.0600397950305,82.4134246871615,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992101975413377,0.328488805770291,0.209373085976097,0.42010576805581,0.992101535847935,244.992688703414,31.8894351872573,14.2593924570974,1.53885958884209,101.345061179632,42.5753698092696,36.4189021242256,16.2987770590598,12.370920938038,3.60278112146262,2277.48240289564,0.00647875045040122,143.597473711325,49.593845962372,0.99960251539206,NA,NA,NA,NA,NA
"PI363302",43,"Russia",12,79.5516859750284,33.3616914361093,48.1043252948793,1.20393347551399,0.830911041738369,4.80477787489188,1.83117890123668,170.148736823975,0.188753953309324,125.957519604624,19.48649827044,51.3481164507885,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.991967289006186,0.323557279454332,0.209373085976097,0.42010576805581,0.991975020046593,153.522952577975,31.2296341545105,8.96467533222107,0.98577613448801,99.9992982035273,42.5753698092653,36.4189021242256,10.4869658281269,6.33706642444504,3.60278112146262,1763.40898202913,0.00687870358590639,136.010190127827,47.1373084131298,0.99960251539206,NA,NA,NA,NA,NA
"PI363315",44,"India",12,96.835824141453,34.5128753166177,64.365464753265,1.82925831012774,0.836675493568394,5.91903821186358,2.04164676016842,180.631549392973,0.188753953309324,126.876179875252,19.8709377960839,64.5172720496416,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992056590951529,0.326712642095817,0.209373085976097,0.42010576805581,0.992059413556253,185.308784542584,31.5664827057393,10.987088790205,1.18652488861376,100.93027691011,42.5753698092676,36.4189021242256,12.8757431006767,8.50184677633641,3.60278112146262,2009.1489220616,0.00707862693121105,140.079855908129,48.7942617595773,0.99960251539206,NA,NA,NA,NA,NA
"PI363324",45,"India",12,100.250025817754,34.9510131744505,67.6490650705633,2.57614588377912,0.828616509544837,5.94255947511307,2.50130160705821,180.326077253276,0.188753953309324,127.508310430065,20.0190999726192,70.0878831781474,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992104195310178,0.319720351872504,0.209373085976097,0.42010576805581,0.992103283859287,198.131709382347,31.7479982401161,11.6902188943688,1.23455765094863,100.876516263923,42.5753698092662,36.4189021242256,13.6745799027213,9.68201066435471,3.60278112146262,2041.92095723999,0.00659272114443588,141.509594676423,49.3100746045158,0.99960251539206,NA,NA,NA,NA,NA
"PI363330",47,"India",12,93.9783980634648,34.1554784697631,62.3338202180232,1.83100030968966,0.835434936967137,5.79237439645399,2.30790738508399,178.935826444005,0.188753953309324,125.697988641924,19.5663196029587,63.8716864889078,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992024861433454,0.319654235941204,0.209373085976097,0.42010576805581,0.992028507804947,189.676733529208,31.5090649228926,11.4377758576143,1.1580986601864,100.587962167353,42.5753698092665,36.4189021242256,12.0038231381452,7.97255679703446,3.60278112146262,1986.48967168108,0.00640599061222379,143.797864941241,48.9715989862796,0.99960251539206,NA,NA,NA,NA,NA
"PI363333",49,"India",12,98.7704353231813,34.4041223653243,66.3897956937672,2.26099395567355,0.830296531436041,6.10076584706655,2.47366238885951,179.336697917634,0.188753953309324,125.855562598147,19.6491336038389,68.6992098690661,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992099971811071,0.322929862351966,0.209373085976097,0.42010576805581,0.992099411137064,190.652270322535,31.5919941782881,11.3845044336521,1.19718083783437,100.69064416258,42.5753698092664,36.4189021242256,12.6149832308976,8.52743815060506,3.60278112146262,2036.1690052512,0.00667729860731571,141.643895769881,49.2337298728144,0.99960251539206,NA,NA,NA,NA,NA
"PI363334",50,"India",12,89.2819640172607,34.480522558573,58.9012567871793,1.59414592374563,0.834681777079106,5.67001384945586,2.16397273366071,176.712702454429,0.188753953309324,125.825957509811,19.5384128866958,61.1376135248881,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992054483880635,0.322817360326743,0.209373085976097,0.42010576805581,0.992056705417122,172.888971335472,31.592152278029,10.3600205111434,1.09384472748868,100.529492188768,42.5753698092669,36.4189021242256,11.6169637405295,7.38569241711919,3.60278112146262,1911.70645949232,0.00679288504151654,137.941440528156,49.9016486272675,0.99960251539206,NA,NA,NA,NA,NA
"PI363341",51,"India",12,94.4669819070997,35.4381465110222,60.4372629802521,1.64794083472831,0.831943254377307,5.50723225822306,2.22552266178419,178.11610871698,0.188753953309324,126.616733397866,19.896721235501,62.7875061072326,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992149362951938,0.319690537062496,0.209373085976097,0.42010576805581,0.992144306464536,194.37556272338,31.8761312956538,11.1889770765914,1.15507571807228,100.658148526572,42.5753698092664,36.4189021242256,12.4495349462857,8.18516420759608,3.60278112146262,1959.41191709132,0.00613355208266034,144.975709254222,49.5774897732878,0.99960251539206,NA,NA,NA,NA,NA
"PI363354",53,"India",12,83.7141337305708,33.7886132948457,51.6874290825532,1.39007109365802,0.828332264528622,5.08467850178583,1.95420420885342,171.256265064283,0.188753953309324,124.791778574417,19.3903073144184,54.9282203932948,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992018782507994,0.315853840940955,0.209373085976097,0.42010576805581,0.992022266495949,159.549984804656,31.4157882869761,9.21434181021759,1.03622592309085,100.373716327776,42.5753698092654,36.4189021242256,10.6867011435571,6.53120156308158,3.60278112146262,1808.25502113972,0.00748824157435045,135.403697106578,48.3141088111048,0.99960251539206,NA,NA,NA,NA,NA
"PI363359",55,"India",12,98.0152076953574,35.3322637928311,63.9720037237429,2.21618262705163,0.82802768721959,5.95507845875304,2.56435691960502,178.781178230563,0.188753953309324,126.043953605716,19.7894579702285,69.0760941128685,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992060388836131,0.317877431234176,0.209373085976097,0.42010576805581,0.992124804061821,188.343203973645,31.8405287972262,10.8068323241899,1.21739848776756,100.662490372982,42.5753698092673,36.4189021242256,13.7024546992444,9.8384244571868,3.60278112146262,2015.6784680204,0.00703731354249935,140.117300948748,47.7229711337628,0.99960251539206,NA,NA,NA,NA,NA
"PI363360",56,"India",12,109.673802426668,33.3249986876799,79.5807866576628,2.75462476461075,0.838334999634089,5.54066563524554,2.57639649855119,185.025114185851,0.188753953309324,127.645942462024,19.7067879835967,59.9647764912254,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.991972485087612,0.319985780580419,0.209373085976097,0.42010576805581,0.991979418844421,194.713999189602,31.2284803234936,11.9506766744657,1.31284221265314,100.950539911136,42.5753698092673,36.4189021242256,14.1219905146389,10.4660953509428,3.60278112146262,2192.01587539586,0.00761467403029429,137.49173198248,48.1654692818198,0.99960251539206,NA,NA,NA,NA,NA
"PI363374",58,"India",12,91.0347906680901,33.9350578866895,59.621739031693,1.50074064230664,0.83685175542334,5.55732862847588,2.22754389967257,176.685890886588,0.188753953309324,126.249707664529,19.6629718808349,61.7947675424111,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.991997172537087,0.318140184928126,0.209373085976097,0.42010576805581,0.992002600954271,167.8947107482,31.4412687896701,9.81241995619661,1.12773497126737,100.616534298605,42.5753698092669,36.4189021242256,11.7450755414409,7.55364243699559,3.60278112146262,1913.22351972596,0.00825288394741795,135.530489450239,47.8378398130357,0.99960251539206,NA,NA,NA,NA,NA
"PI363377",59,"India",12,100.430328445485,35.3544543834273,67.0637320512943,1.83432070511616,0.833537115651429,5.96849659751693,2.28042433859508,182.862152540063,0.188753953309324,126.613762673941,19.9530645816517,68.8345841104144,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992107713414739,0.322446647076429,0.209373085976097,0.42010576805581,0.992106174220662,198.908943048213,31.8727755106954,11.4944507269978,1.23968626438885,101.14745791018,42.5753698092671,36.4189021242256,13.21962453213,8.9845946332477,3.60278112146262,2083.44946342409,0.00655711420487651,141.528193485467,50.2709261706781,0.99960251539206,NA,NA,NA,NA,NA
"PI363380",60,"India",12,97.6645836161898,34.9124455805846,67.5486536746554,3.01595467493175,0.828688811075901,6.46997165494737,2.04836014363986,177.787801261505,0.188753953309324,125.529343904191,19.4704167235407,64.9674509043179,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992154538808767,0.330205862218245,0.209373085976097,0.42010576805581,0.992150445275215,183.794682010648,31.7243500921262,11.0597653623758,1.19479834083735,100.517323999936,42.5753698092659,36.4189021242256,12.6767731695164,8.22878005454161,3.60278112146262,2006.83106976099,0.00776238216956393,137.884719564392,49.4207397295168,0.99960251539206,NA,NA,NA,NA,NA
"PI363419",65,"India",12,104.138330405673,35.0464694517214,71.2942746064865,2.24074054803382,0.83224313196871,6.46278283753725,2.59379062377361,182.805356936213,0.188753953309324,126.31683583954,19.8342080665884,73.5415144154236,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992099099208362,0.323324112884478,0.209373085976097,0.42010576805581,0.992098590493047,213.53283156624,31.7092618417899,12.7698352212931,1.27134826583223,101.067320466069,42.5753698092672,36.4189021242256,13.7907610102379,9.9769978316361,3.60278112146262,2119.59497994158,0.00634013051614817,144.486576882406,49.4181623642919,0.99960251539206,NA,NA,NA,NA,NA
"PI363449",66,"India",12,102.379802872111,35.1582706297955,69.0298913135711,2.20828710826977,0.830977305919285,6.1610811456965,2.427576554382,179.632537691525,0.188753953309324,126.116456033843,19.754974161868,71.6564038200966,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992138687729858,0.321881314067891,0.209373085976097,0.42010576805581,0.992135763038408,187.660012902984,31.8143363129896,10.8279194995501,1.24676117903807,100.859326734936,42.5753698092667,36.4189021242256,12.8233369604884,8.70970565877866,3.60278112146262,2091.90725822032,0.00747260164776263,138.600169846728,48.7308945131044,0.99960251539206,NA,NA,NA,NA,NA
"PI363459",67,"India",12,89.8772638375587,34.3785186492452,57.5042350212926,1.49129870741489,0.832926868071702,5.45140236155539,2.01936927243483,175.801795831521,0.188753953309324,125.642397851251,19.6103451492664,59.5682922718856,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992042859979374,0.3216809922856,0.209373085976097,0.42010576805581,0.992045755085005,173.692724554467,31.559487473167,10.0906899443102,1.10307839151659,100.20858028342,42.5753698092663,36.4189021242256,11.4639656850733,7.2143173784159,3.60278112146262,1901.08996713964,0.0072885066157791,138.731714110033,48.1849065983307,0.99960251539206,NA,NA,NA,NA,NA
"PI363474",68,"India",12,96.0208537988234,33.9190763113077,64.7411305375777,2.21949984421355,0.830914497442903,6.17243777861073,2.47629562038362,178.088913653828,0.188753953309324,126.242483877044,19.6259684917187,66.405904031908,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.991973457870883,0.319484453443188,0.209373085976097,0.42010576805581,0.9919801919483,178.512687893034,31.3023455311628,10.7290889007619,1.15898945787501,100.702964456623,42.5753698092667,36.4189021242256,12.7446028527761,8.82801586648938,3.60278112146262,2000.33557056086,0.00755596170494921,138.261402362534,48.745661428965,0.99960251539206,NA,NA,NA,NA,NA
