"PI","Entry","Country","Day","TRL","PRL","LRL","MSL","LSLPL","MAX","LED","PER","DIA","VOL","SurfaceArea","TRLUpper","TRLLower","CM","CMT","CMM","CMB","CP","CPT","CPM","CPB","CVA","DEP","WID","NWA","LRB","NLR","IRB","TRArea","TRAUpper","TRALower","RHZO","SOL","SOL2","LRA","ImageFlag"
"PI425570","312","Korea",12,110.592244539388,35.3003230505694,76.7460328718115,1.8988155853051,0.828324908705521,6.46147895810955,2.2772771409466,185.026339803462,0.188753953309324,126.624297038098,19.8262092035629,79.6244342245633,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992078956352183,0.319476991513358,0.209373085976097,0.42010576805581,0.992080208554042,209.874260375531,31.6711412336676,12.2370638432931,1.34515171854298,100.517020462469,42.5753698092659,36.4189021242256,15.2786147700758,8.39966991764848,3.60278112146262,2211.15175993952,0.00675826380495235,141.739509565065,48.7799464123714,0.99960251539206
"PI425573","313","Korea",12,104.126620108474,35.8848362847486,71.5195037856025,3.03330925088353,0.832303003243219,7.17368228625214,2.8176872116668,189.352925002921,0.188753953309324,125.969096087063,20.1458675505098,74.0303185686329,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992136567579435,0.326674179961815,0.209373085976097,0.42010576805581,0.992133163376279,202.273259415806,32.0512895533424,13.9896665829714,1.25027016505436,101.609267929306,42.5753698092686,36.4189021242256,13.1486168530353,9.32487206408049,3.60278112146262,2130.54086737447,0.00642890377363187,142.960865274816,50.0678123194209,0.99960251539206
"PI425575","314","Korea",12,103.99928308035,34.5291240551645,72.2510743652616,2.58210751862538,0.831658348557096,6.68615110968014,2.69109177984171,181.309454594995,0.188753953309324,127.052041867808,19.8180166309476,74.7287158206174,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992094340646949,0.322642592515246,0.209373085976097,0.42010576805581,0.992093642333698,200.691024386789,31.5765633570081,12.1888418745992,1.25332377851822,100.921428810044,42.5753698092669,36.4189021242256,13.6556516338902,9.93613073463065,3.60278112146262,2115.96322001147,0.00668265417436319,141.660672907077,49.4308493095081,0.99960251539206
"PI425580","316","Korea",12,107.39298522948,35.4490491908088,76.7906093503574,2.2443934871394,0.832161930411491,6.49195366748437,2.34935023034735,185.170030506247,0.188753953309324,126.781046699338,19.6741622251588,75.7342960592775,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992115532756428,0.333880687037324,0.209373085976097,0.42010576805581,0.992113613241603,198.849048337878,31.9259438676996,11.2983443457018,1.32360587049338,101.796659999897,42.575369809267,36.4189021242256,14.1068176205961,10.1669988298134,3.60278112146262,2181.11699662442,0.00705251582133682,135.932024957491,48.283474368633,0.99960251539206
"PI425581","317","Korea",12,106.92045765032,36.0080365533444,72.6079091483326,2.39771839853158,0.829629309241161,6.2654594563915,2.86683669033356,182.270330232798,0.188753953309324,126.984033845215,20.1615879211117,77.0388197867953,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992136069575323,0.320408268018177,0.209373085976097,0.42010576805581,0.992132653349912,209.866716192689,32.0018615602408,12.0271095533426,1.30177236522234,101.631781280416,42.5753698092673,36.4189021242256,14.1459983098608,10.3587436874103,3.60278112146262,2148.53556067442,0.0065268221669962,142.948287586866,50.5298301680633,0.99960251539206
"PI425583","319","Korea",12,103.579735953643,35.9953912129377,68.497515688856,2.17827138129146,0.829528006589716,5.78656232078583,2.44051148134809,180.872841711808,0.188753953309324,126.621713941157,19.9268275114001,72.2226409561093,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992153102663178,0.320482648791415,0.209373085976097,0.42010576805581,0.992148835836291,202.968968320263,31.9117636078908,11.2225512909699,1.26129935765862,101.378419112254,42.5753698092672,36.4189021242256,13.3605006247835,9.3975149901786,3.60278112146262,2090.41373439869,0.00658858794404704,142.205375917223,48.2389378495628,0.99960251539206
"PI425586","321","Korea",12,116.842245709979,34.1133463145093,85.5106454703981,3.54713100088092,0.82896581255797,7.43033300520443,3.10938899284595,188.194834313579,0.188753953309324,127.675977155636,19.620908230059,87.5717250564316,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992058072023277,0.321185508862223,0.209373085976097,0.42010576805581,0.992058534671132,243.651351129499,31.4642663335295,15.2659941118463,1.41451420236895,100.906066007595,42.5753698092662,36.4189021242256,14.8988748440159,11.6780586747587,3.60278112146262,2327.69015705612,0.00593153839393926,148.673109993068,48.9119226545019,0.99960251539206
"PI425587","322","Korea",12,107.712886281018,34.522095337837,76.1379317918271,3.62201760959965,0.82704760704772,6.58843594317398,2.58877650181886,184.201074235166,0.188753953309324,125.88366653521,19.7079350960588,76.620603379955,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992085375593637,0.317338665325282,0.209373085976097,0.42010576805581,0.992084369217347,208.137491155807,31.5908863799449,12.3464208715666,1.30829465783072,100.761282114032,42.5753698092665,36.4189021242256,13.5136506850887,9.78498876369688,3.60278112146262,2186.58035502899,0.00645618994571819,142.575801364969,48.9525162650486,0.99960251539206
"PI425591","323","Philippines",12,128.647354100895,36.124630429692,95.159676459728,2.64226147181179,0.838388134301195,7.31947363897662,2.7429202820515,190.181804329634,0.188753953309324,126.359084836269,19.7681989143527,94.5113670970697,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992146497680156,0.326209357911661,0.209373085976097,0.42010576805581,0.992142761761561,216.572545011969,32.1105851455198,11.9085945520605,1.57246220945242,101.87719469468,42.5753698092686,36.4189021242256,15.8143683116383,12.1860071821333,3.60278112146262,2451.79675847963,0.00758927106242818,136.900261124943,49.2987144149422,0.99960251539206
"PI425592","324","Philippines",12,106.072474900287,34.6009888651316,74.3151774188222,3.56162415524941,0.825134276146137,6.4007632615601,2.35841565469738,178.686389932434,0.188753953309324,126.567182574454,19.7645964000382,74.0009405383735,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992015085533193,0.323508209930276,0.209373085976097,0.42010576805581,0.992018729165818,214.224051477725,31.6382214141136,12.8643582598758,1.30552066942699,100.811251706233,42.5753698092663,36.4189021242256,14.3757109832285,10.342581259809,3.60278112146262,2108.74324747631,0.00633451521766086,144.677030765731,49.1497288195787,0.99960251539206
"PI425594","326","",12,111.004510796695,35.7287824842866,79.3599572655106,3.32945018659045,0.829440765483185,6.88687552714989,2.69105886025821,181.315668024292,0.188753953309324,125.768455817249,19.6518425743983,80.1576579870903,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992081830450235,0.328250345116716,0.209373085976097,0.42010576805581,0.992081957481613,203.699708397754,31.897240507992,14.3400763626886,1.31806303044052,101.21470910869,42.5753698092682,36.4189021242256,14.4553013433838,10.7975062478073,3.60278112146262,2189.73893398565,0.00679829953877792,141.215514704924,48.7712072997548,0.99960251539206
"PI425599","327","Thailand",12,90.6940636844617,33.9948760291356,58.9560645591045,1.68051107540803,0.827941178288583,5.53690913549619,2.20244252244317,172.988819363139,0.188753953309324,125.612851446211,19.9327161273348,62.0416390330668,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.991994948352531,0.317415720708844,0.209373085976097,0.42010576805581,0.992000656589899,167.072739641451,31.4475830185858,9.66745978827947,1.10455645214086,100.165397699477,42.5753698092664,36.4189021242256,12.1486917768539,8.1785976934916,3.60278112146262,1878.16131959722,0.00782199551915745,136.560580933624,48.8721507091274,0.99960251539206
"PI425610","328","Afghanistan",12,104.801807758879,35.8541651653398,71.7511298699337,2.51165414927155,0.830502034491959,6.92602343490607,2.23766229458761,189.255444684489,0.188753953309324,126.475794446236,19.7953774971658,73.2718004507206,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992100044457326,0.327686248115915,0.209373085976097,0.42010576805581,0.992099231289173,199.256427211651,32.0340253505804,12.7007805032047,1.26840188839061,101.146862399548,42.5753698092668,36.4189021242256,12.7719461092802,8.67792432478909,3.60278112146262,2116.21880991438,0.00660394191744277,139.051228296882,49.92154778013,0.99960251539206
"PI425634","329","Afghanistan",12,108.020065443497,35.9145770704327,74.1221005848318,1.90959182990174,0.837688960155782,6.39492687804067,2.64209104709534,183.198717325704,0.188753953309324,127.349826899598,19.988798912334,77.0834443897389,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992199641839515,0.326812223547926,0.209373085976097,0.42010576805581,0.992191559916749,199.245724631492,31.9651535590693,11.3493534443759,1.28406361814676,101.544247700946,42.5753698092686,36.4189021242256,13.826361115011,9.91706621009162,3.60278112146262,2174.56114786877,0.00694874329334906,139.854390086876,49.8650166326384,0.99960251539206
"PI425765","332","India",12,110.15412394281,35.5409195778169,76.4508677766141,2.0625826186269,0.836415060161881,6.39836676664625,2.31317273999008,183.793927739368,0.188753953309324,127.694253151338,20.1310826875898,76.2143012736544,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992149128125987,0.325059629997606,0.209373085976097,0.42010576805581,0.992145114227274,223.531194946728,31.8716211365986,12.5724909986981,1.34566617859865,100.83653581858,42.5753698092685,36.4189021242256,15.0527696573154,11.0908114722147,3.60278112146262,2190.80995239258,0.00646726970133785,143.394129097451,48.5931775032675,0.99960251539206
"PI425766","333","India",12,105.70950785082,35.0191145200467,73.1237472183772,1.99159892749088,0.836006193899349,6.39145090383659,2.58297617779816,182.683541682993,0.188753953309324,127.026772245071,19.956979377588,75.0907283851929,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992182554614295,0.324615472508066,0.209373085976097,0.42010576805581,0.992176441805196,208.260845330016,31.7544197704503,12.1388351137197,1.30023825753179,100.792908629663,42.5753698092677,36.4189021242256,14.0477432678843,10.0041391498017,3.60278112146262,2143.2507332104,0.00670206556195014,141.466615141928,49.8227003615191,0.99960251539206
"PI425803","336","Korea",12,99.7926280355961,34.7138923265786,66.7974552620375,1.90268055229322,0.835324295438888,5.94528503439361,2.39745598237719,180.623753814099,0.188753953309324,126.780645713799,19.8885128140984,68.9924508545565,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992083374934928,0.322078792347689,0.209373085976097,0.42010576805581,0.992083926791549,199.342695822507,31.6717794937388,11.7522501824917,1.22560063740361,100.940382029805,42.5753698092672,36.4189021242256,13.3689362423656,9.285299356052,3.60278112146262,2051.80403172725,0.00656677058053147,142.927375180456,48.9793530679836,0.99960251539206
"PI425811","337","Korea",12,127.897736068208,34.9435370935359,95.9993768452252,2.93335210995602,0.832092142043784,7.59694589344281,2.34985304452835,195.979274265254,0.188753953309324,126.295664334886,19.6889129606425,90.4749018733599,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992064193434115,0.331385709678431,0.209373085976097,0.42010576805581,0.992065528463083,237.734690946059,31.7256810773771,13.9552059529355,1.55259920551219,100.866347719184,42.5753698092673,36.4189021242256,14.104701443806,12.7104732375924,3.60278112146262,2485.90262670295,0.00675581777296792,141.213774152312,49.4944917300534,0.99960251539206
"PI425812","338","Korea",12,107.731910927182,35.5583760359875,74.0439864379772,2.2765934037889,0.834501939186197,6.47259033938664,2.32611535169546,181.545290085235,0.188753953309324,129.781160387877,20.5377963060642,74.6337800514109,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992157359009829,0.328537206212645,0.209373085976097,0.42010576805581,0.9921530340845,203.694074721858,31.8649722457026,11.8215895190233,1.31572584655513,101.574830330857,42.5753698092689,36.4189021242256,15.067919026083,10.8517293550091,3.60278112146262,2166.50400582336,0.00687121728248593,141.575827407049,47.7610021528364,0.99960251539206
"PI425818","342","Korea",12,97.0322008737813,33.6967688750947,66.4289802565087,2.72273497003318,0.829729666591883,6.31012214717362,2.1629423444134,178.122600585022,0.188753953309324,125.631095662926,19.4278807003606,62.0110363399568,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992045932423365,0.324297378476146,0.209373085976097,0.42010576805581,0.992048650284957,177.743280536229,31.1176580962665,11.0248300811655,1.15776559902997,100.307133535922,42.5753698092656,36.4189021242256,12.8752331018018,8.12579785869111,3.60278112146262,1977.86946584806,0.00668645805089517,138.192887841072,49.1414295787136,0.99960251539206
"PI425822","343","Philippines",12,108.162957854944,35.4433181050226,74.2618405890444,2.16160619067666,0.833612116611927,6.11768098638974,2.29936894889599,183.507921935207,0.188753953309324,127.212949605859,20.0372216225036,74.7294688715617,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992121818562727,0.324616829995712,0.209373085976097,0.42010576805581,0.99211972145133,222.855604817799,31.900185884745,12.609479129952,1.32659773714542,101.169640346829,42.5753698092677,36.4189021242256,13.8954240584797,9.57497271924613,3.60278112146262,2180.98520860447,0.00645680615522732,144.162305923398,48.3566637541037,0.99960251539206
"PI425823","344","Philippines",12,92.1198236756975,34.2372128658572,60.2551717356381,1.69429908111368,0.832846319039916,5.5608802061905,2.15338670070337,176.428002871363,0.188753953309324,125.85492863455,19.6178557825246,61.6540454429639,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992064311862452,0.32130192377931,0.209373085976097,0.42010576805581,0.992065391490804,181.143842308291,31.5458051267797,10.6744825020305,1.1269459594758,100.750731315781,42.5753698092663,36.4189021242256,11.9857928527533,7.75691600753964,3.60278112146262,1934.78160414307,0.00679829351187122,140.640659835737,49.2288463949984,0.99960251539206
"PI425824","345","Philippines",12,111.146333149394,35.8687269939674,76.8334802951903,1.93499555453162,0.840548371795178,6.49229254750996,2.632527089404,187.62662453026,0.188753953309324,127.398450902882,19.9714306303325,79.144176569415,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992163938045821,0.322934743965144,0.209373085976097,0.42010576805581,0.9921585272433,217.297050795587,31.8958160549084,12.5935678280477,1.32779113471798,101.279362753479,42.5753698092687,36.4189021242256,13.507685161643,9.64887036497487,3.60278112146262,2219.56994166291,0.00635901606149786,144.36291895877,47.8142409364251,0.99960251539206
"PI425832","346","Philippines",12,91.8239143988802,34.5626101861827,59.1824297888183,1.6006974284577,0.830248371651176,5.6848772162356,2.07920109016767,176.643283255764,0.188753953309324,125.488774467793,19.5875154210256,61.5389673079379,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992103227204451,0.322081391754582,0.209373085976097,0.42010576805581,0.992101906834782,176.398982084193,31.6386361463374,10.2651313775985,1.12015739944528,100.709906522184,42.5753698092663,36.4189021242256,11.7098024221711,7.32301493036859,3.60278112146262,1932.92855191016,0.00781418729735953,137.729118083149,48.7160190409335,0.99960251539206
"PI425840","347","Pakistan",12,94.8004106561203,33.9037118303283,63.0426097223067,1.39109767252657,0.826627851822459,5.90084331838457,1.67820405997946,175.747786567158,0.188753953309324,125.437243635858,19.4866633429703,57.1825107799648,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992083260423795,0.322104173766213,0.209373085976097,0.42010576805581,0.992083247467003,169.986842341077,31.2364077595225,10.3203987330426,1.14001871560248,99.9977157819615,42.5753698092662,36.4189021242256,11.9284623017279,6.54860214929728,3.60278112146262,1943.43206012634,0.00815590865019397,135.845962472639,46.3745988868411,0.99960251539206
"PI425852","350","India",12,101.358329638561,35.313031601262,67.8099519715436,1.83932670833835,0.835227828614279,5.90874633727495,2.51704003114915,181.333770751234,0.188753953309324,126.0321816589,19.7281525468399,70.4299678327611,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992147189865164,0.320121810578035,0.209373085976097,0.42010576805581,0.99214273861827,195.73429620196,31.8353685177005,11.2483991015692,1.2167983619762,101.001689833193,42.5753698092675,36.4189021242256,12.6196877445209,8.53657378365135,3.60278112146262,2077.90423175822,0.00654443406565738,141.706244797561,48.5686632522595,0.99960251539206
"PI425891","353","Iran",12,103.385211620768,35.4229138768934,69.9161170227271,2.46957260471492,0.830745976877208,5.99968639542387,2.26152217411835,182.347060641587,0.188753953309324,127.089460780742,20.0122764938143,70.5783460906127,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992286845654775,0.323552863623843,0.209373085976097,0.42010576805581,0.992273701557229,217.017561906964,31.9139303315129,12.2244907297481,1.25099451598893,100.843428192166,42.5753698092667,36.4189021242256,14.2180241276464,9.86826054794202,3.60278112146262,2100.95815902408,0.006141310296795,146.13531597934,48.3397438866164,0.99960251539206
"PI425965","354","Iran",12,84.018911169691,33.8148826703758,51.969716778219,1.3016312617649,0.834145278090882,5.0534721468877,1.95879747848802,172.544680909184,0.188753953309324,125.610747735306,19.5453818251093,55.4616321479959,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992017385429508,0.315506741267026,0.209373085976097,0.42010576805581,0.992020819104138,158.144234969695,31.379050493705,9.19594767409321,1.03370413708808,100.551629058436,42.5753698092657,36.4189021242256,10.752349856701,6.65327440266318,3.60278112146262,1813.52677946425,0.00746869976841833,137.267144799967,47.3132035646776,0.99960251539206
"PI426026","355","Thailand",12,111.583372446954,35.4609437977401,78.4446769303042,3.8611649191569,0.825707742079529,6.47341486426587,3.12681915382322,183.054063134021,0.188753953309324,126.724457707578,19.9798132318331,82.6912380004255,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992194815452423,0.318709560155612,0.209373085976097,0.42010576805581,0.992185317873476,220.528030773813,31.9308959553378,12.777397342576,1.35787848556068,100.720517566992,42.5753698092662,36.4189021242256,15.0404517765388,11.6046943574124,3.60278112146262,2206.41634008605,0.00640766303811412,143.352055966191,47.2525411260462,0.99960251539206
"PI426029","356","Philippines",12,124.866735561498,36.472196472038,90.1923469629987,2.8837113907212,0.834944437834179,7.2188299920851,2.58033445536533,194.507598532951,0.188753953309324,129.12018895502,20.3962943310314,86.823768424138,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992200472006401,0.329612275753707,0.209373085976097,0.42010576805581,0.992191710213861,237.489798018279,32.2417795538411,13.5113543429242,1.49246884769689,101.378315359912,42.5753698092683,36.4189021242256,16.8115429584456,12.0830047477953,3.60278112146262,2475.50555124631,0.00669358360776476,143.344506566866,50.455593657336,0.99960251539206
"PI426055","360","India",12,92.5011460252996,34.0478749424418,61.0504133292381,2.00724272890494,0.83008019063312,5.64478120442043,2.15037678005785,175.102345748471,0.188753953309324,126.348687976864,19.7934724019275,62.7310259870094,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992044528931627,0.31880467109896,0.209373085976097,0.42010576805581,0.992047134989442,181.180376759501,31.4803762318081,10.5499141439802,1.1366725673646,100.501366291465,42.5753698092666,36.4189021242256,12.1166706238721,7.83498272338845,3.60278112146262,1937.68144761706,0.00674895725908062,140.438376847669,49.5936727081507,0.99960251539206
"PI426098","362","India",12,105.324211247224,34.9240083941217,71.9268649857009,2.53607651287936,0.830351708874354,6.29920497332333,2.27201998952395,181.09643225946,0.188753953309324,126.784582719245,19.9913353072551,72.3442230268174,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992118380205843,0.322939263745768,0.209373085976097,0.42010576805581,0.992116321037688,205.400985571169,31.715838622443,11.9604182777643,1.28747328156068,100.960495688733,42.5753698092664,36.4189021242256,14.8515477442071,10.3924675755133,3.60278112146262,2131.79213135402,0.00742360736265493,140.227846195844,47.0833140327702,0.99960251539206
"PI426109","363","India",12,94.1948949104411,33.6556623134312,62.6683715648079,1.72766004911013,0.834330537508441,5.84110275066087,2.58014041260614,179.756359423553,0.188753953309324,125.085877577482,19.3840807011254,66.7593786107744,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992009365937762,0.313855174885765,0.209373085976097,0.42010576805581,0.992014588452047,208.822661466784,31.3167478367124,12.4592972238153,1.1448141760687,100.532111083735,42.5753698092664,36.4189021242256,11.5670829871486,7.95960983977181,3.60278112146262,1994.79791154045,0.00592580429228779,139.122207610518,49.4539336377835,0.99960251539206
"PI426118","364","India",12,102.988935570337,34.5035725052426,70.8059122851543,2.09854085989308,0.835628053006924,6.32350785060003,2.30007791960857,184.319281924707,0.188753953309324,126.11632185884,19.6933472476368,71.0431404931481,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.99210598184502,0.322119285804959,0.209373085976097,0.42010576805581,0.992104687250244,200.359857787128,31.617237644281,11.6926455685409,1.24146186118691,100.984376725607,42.5753698092674,36.4189021242256,12.8966386120992,8.68096097445881,3.60278112146262,2117.82553762206,0.00663499528139471,142.518342967968,49.286912896239,0.99960251539206
"PI426127","365","India",12,88.029486324593,33.9717454129325,56.3331148033743,1.42009114891195,0.83134128988999,5.38831903503715,1.98196948318558,174.43173285591,0.188753953309324,125.733688722288,19.6162265531743,58.1577393027674,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992031580452436,0.318737678044659,0.209373085976097,0.42010576805581,0.992035087075802,173.711671558159,31.4322134993394,10.2122457243085,1.08266758693798,100.563891286634,42.5753698092661,36.4189021242256,11.5131292849288,7.24420655489069,3.60278112146262,1878.22914180296,0.00713046852622296,139.094522369345,48.1516523949313,0.99960251539206
"PI426139","366","India",12,98.6125389190446,34.4147528450999,66.3535409174291,1.91270513674835,0.833115860514466,6.09645870576956,2.38139554790421,178.453828803374,0.188753953309324,126.207278478495,19.7930314491455,69.6190801730063,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992046581274936,0.322689627228551,0.209373085976097,0.42010576805581,0.992048785383514,188.351970203051,31.5608555097311,10.9278669285373,1.21217722251252,100.957275225309,42.5753698092668,36.4189021242256,12.7776651656819,8.75107153412183,3.60278112146262,2044.9396398316,0.00730566673382879,138.751775956553,48.6600666461293,0.99960251539206
"PI426149","367","India",12,85.7884964016399,34.3118650081324,52.8931699216412,1.37784678075851,0.829280593506927,5.18046954624138,1.79472796578229,173.521705019882,0.188753953309324,126.109251996499,19.8202107791714,55.0964296390147,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992040992327768,0.321148796521107,0.209373085976097,0.42010576805581,0.992044264799817,161.890388863537,31.523907758311,9.30326695817343,1.05933230947065,100.108224049024,42.5753698092667,36.4189021242256,11.5454438857838,7.03432295987839,3.60278112146262,1832.85826144806,0.00721466121404952,134.985043055583,48.6772190642288,0.99960251539206
"PI427024","368","Pakistan",12,95.0113599321312,34.6359387788503,62.7383417265408,1.62320215126393,0.837558362121005,5.82794547425206,2.11078979278113,179.315436999587,0.188753953309324,126.335901609462,19.7433038739532,63.7506951934501,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992108969643783,0.323230129818988,0.209373085976097,0.42010576805581,0.99210796507522,181.806593000899,31.6466034743648,10.6325715157273,1.15814637219332,100.751466273263,42.5753698092672,36.4189021242256,12.1748918011568,7.79277021752316,3.60278112146262,1985.49820357151,0.00715436273501808,139.07983257698,48.7350925752796,0.99960251539206
"PI674166","370","Tajikistan",12,108.310695685255,34.3071614826762,76.6856646131883,3.7858278365318,0.819423925284226,6.68975605161669,2.66795906374492,183.544230052367,0.188753953309324,126.241440654658,19.5270815174926,77.9361371885014,26.874177133407,0.202859531781399,0.167503621575584,0.392125749017677,0.992095731847547,0.320218576612147,0.209373085976097,0.42010576805581,0.99209299715666,229.072458237348,31.5971550092125,13.5256704878204,1.29479992680416,101.066221453646,42.575369809264,36.4189021242256,14.4985825869423,10.9535956041205,3.60278112146262,2208.08318584093,0.00585341118814632,149.489837533038,48.1508633207928,0.99960251539206
